AxIS Spike File,C:\Users\Emily Gordon\ONEDRI~1\DPHILO~1\DBROTA~1\MEAPRO~1\MEAPAP~1\MEA_PA~1\MADDY_~1\AGONIS~1\WTHIPP~3.SPK
File Type,24-well

Analysis Start,0.000000
Analysis End,120.000000
Active Electrode Criterion (spks/min), 5
Minimum Covered Resistance (kOhms),18
Remove Coincident Artifacts,False

Electrode Burst Settings,
    Algorithm,ISI Threshold,
    Min # of Spikes,5.000000
    Max ISI (ms),100.000000

Network Burst Settings,
    Algorithm,ISI Threshold,
    Min # of Spikes,50.000000
    Max ISI (ms),100.000000
    Min # of Electrodes (%),35.000000

Synchrony Settings,
    Synchrony Window,20.000000

Average Network Burst Analysis Settings,
    Number of network bursts vary by well
    Network Burst Window Start (ms),0.000000
    Network Burst Window End (ms),500.000000
    Bin Size (ms),1.000000

Well Averages,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,D6,
Treatment/ID,CAP [100 nM],CAP [100 nM],AITC [1 µM],AITC [1 µM],KCl [1 mM],KCl [1 mM],CAP [1 µM],CAP [1 µM],AITC [10 µM],AITC [10 µM],KCl [10 mM],KCl [10 mM],CAP [10 µM],CAP [10 µM],AITC [100 µM],AITC [100 µM],KCl [50 mM],KCl [50 mM],CTRL,DMSO [0.01 %],CTRL,DMSO [0.01 %],CTRL,DMSO [0.01 %]
    Number of Spikes per Network Burst - Avg,982.500000,152.000000,634.666667,117.500000, ,268.250000, , ,298.333333,85.200000,63.400000,245.488372,85.400000, , ,72.000000, , ,150.187500, ,119.333333,76.000000, , 
    Number of Spikes per Network Burst - Std,37.476659, ,237.127076,33.560890, ,239.618596, , ,214.014585,7.949843,7.797435,81.733123,24.285798, , ,2.000000, , ,86.984457, ,81.983738,6.819091, , 
    Mean ISI within Network Burst - Avg (sec),0.001049,0.000570,0.000678,0.004598, ,0.000955, , ,0.000555,0.001001,0.001513,0.001480,0.001541, , ,0.002791, , ,0.002033, ,0.002886,0.001441, , 
    Mean ISI within Network Burst - Std (sec),0.000018, ,0.000264,0.001760, ,0.000276, , ,0.000295,0.000195,0.000230,0.000945,0.000222, , ,0.000449, , ,0.000756, ,0.000797,0.000391, , 
    Median ISI within Network Burst - Avg (sec),0.000400,0.000400,0.000240,0.001780, ,0.000495, , ,0.000230,0.000528,0.001144,0.000716,0.001264, , ,0.002107, , ,0.001077, ,0.001013,0.001016, , 
    Median ISI within Network Burst - Std (sec),0.000000, ,0.000000,0.000264, ,0.000074, , ,0.000035,0.000111,0.000265,0.000643,0.000036, , ,0.000122, , ,0.000323, ,0.000244,0.000125, , 
    Median/Mean ISI within Network Burst - Avg,0.381511,0.701673,0.404415,0.412427, ,0.563395, , ,0.491495,0.544755,0.758812,0.479286,0.832143, , ,0.765054, , ,0.556878, ,0.355477,0.732820, , 
    Median/Mean ISI within Network Burst - Std,0.006683, ,0.162150,0.091104, ,0.196672, , ,0.190759,0.145942,0.150812,0.191093,0.105917, , ,0.104453, , ,0.119173, ,0.036674,0.148093, , 
    Number of Elecs Participating in Burst - Avg,12.500000,12.000000,15.111111,8.250000, ,9.375000, , ,14.750000,10.800000,6.200000,11.767442,8.400000, , ,6.333333, , ,7.937500, ,8.000000,6.000000, , 
    Number of Elecs Participating in Burst - Std,0.707107, ,0.333333,0.500000, ,1.187735, , ,0.452267,0.836660,0.447214,1.974085,1.341641, , ,0.577350, , ,1.236595, ,0.000000,0.000000, , 
