AxIS Spike File,C:\Users\Emily Gordon\OneDrive - Nexus365\DPhil OXION\DB Rotation\MEA Project\MEA Paper\MEA_paper_hippocampal_data_analysis\Maddy_WT Hippocampal Culture\Baseline_WT hippocampal culture_9DIV_12-04-2023(000)(000).spk
File Type,24-well

Analysis Start,0.000000
Analysis End,120.000000
Active Electrode Criterion (spks/min), 5
Minimum Covered Resistance (kOhms),18
Remove Coincident Artifacts,False

Electrode Burst Settings,
    Algorithm,ISI Threshold,
    Min # of Spikes,5.000000
    Max ISI (ms),100.000000

Network Burst Settings,
    Algorithm,ISI Threshold,
    Min # of Spikes,50.000000
    Max ISI (ms),100.000000
    Min # of Electrodes (%),35.000000

Synchrony Settings,
    Synchrony Window,20.000000

Average Network Burst Analysis Settings,
    Number of network bursts vary by well
    Network Burst Window Start (ms),0.000000
    Network Burst Window End (ms),500.000000
    Bin Size (ms),1.000000

Well Averages,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,D6,
Treatment/ID,,,,,,,,,,,,,,,,,,,,,,,,
Activity Metrics
    Number of Spikes,538.000000,2082.000000,569.000000,43.000000,10.000000,2091.000000,77.000000,4.000000,1206.000000,696.000000,20.000000,1491.000000,130.000000,330.000000,70.000000,6.000000,159.000000,5.000000,1272.000000,1.000000,294.000000,404.000000,0.000000,0.000000
    Mean Firing Rate (Hz),0.280208,1.084375,0.296354,0.022396,0.005208,1.089063,0.040104,0.002083,0.628125,0.362500,0.010417,0.776563,0.067708,0.171875,0.036458,0.003125,0.082812,0.002604,0.662500,0.000521,0.153125,0.210417,0.000000,0.000000
    ISI Coefficient of Variation - Avg,2.292979,2.312837,2.553309,4.855564,1.241465,2.002437,1.486907, ,1.521440,1.965504,2.552258,1.224418,1.798991,1.664160,1.751649, ,1.464928, ,1.008518, ,1.079200,0.472309, , 
    Number of Active Electrodes,6.000000,8.000000,5.000000,1.000000,1.000000,3.000000,2.000000,0.000000,6.000000,4.000000,1.000000,7.000000,3.000000,3.000000,1.000000,0.000000,1.000000,0.000000,6.000000,0.000000,2.000000,2.000000,0.000000,0.000000
    Weighted Mean Firing Rate (Hz),0.737500,2.166667,0.911667,0.358333,0.083333,5.802778,0.312500, ,1.648611,1.450000,0.100000,1.763095,0.361111,0.894444,0.541667, ,1.316667, ,1.752778, ,1.187500,1.662500, , 
Electrode Burst Metrics
    Number of Bursts,14.000000,110.000000,28.000000,3.000000,0.000000,127.000000,0.000000,0.000000,57.000000,23.000000,1.000000,55.000000,2.000000,5.000000,1.000000,0.000000,1.000000,0.000000,8.000000,0.000000,3.000000,1.000000,0.000000,0.000000
    Number of Bursting Electrodes,3.000000,7.000000,4.000000,1.000000,0.000000,2.000000,0.000000,0.000000,5.000000,3.000000,1.000000,2.000000,2.000000,2.000000,1.000000,0.000000,1.000000,0.000000,4.000000,0.000000,1.000000,1.000000,0.000000,0.000000
    Burst Duration - Avg (sec),0.174912,0.115064,0.207859,0.160133, ,0.172067, , ,0.075590,0.148342,0.108560,0.121715,0.927800,0.139410,0.048960, ,0.164800, ,0.277553, ,0.106640,0.344320, , 
    Burst Duration - Std (sec),0.019192,0.037722,0.096839, , ,0.005400, , ,0.012305,0.041342, ,0.091053,0.777535,0.094964, , , , ,0.181788, , , , , 
