AxIS Spike File,C:\Users\Emily Gordon\OneDrive - Nexus365\DPhil OXION\DB Rotation\MEA Project\MEA Paper\MEA_paper_hippocampal_data_analysis\Maddy_WT Hippocampal Culture\Baseline_WT hippocampal culture_22DIV_25-04-2023(000).spk
File Type,24-well

Analysis Start,0.000000
Analysis End,120.000000
Active Electrode Criterion (spks/min), 5
Minimum Covered Resistance (kOhms),18
Remove Coincident Artifacts,False

Electrode Burst Settings,
    Algorithm,ISI Threshold,
    Min # of Spikes,5.000000
    Max ISI (ms),100.000000

Network Burst Settings,
    Algorithm,ISI Threshold,
    Min # of Spikes,50.000000
    Max ISI (ms),100.000000
    Min # of Electrodes (%),35.000000

Synchrony Settings,
    Synchrony Window,20.000000

Average Network Burst Analysis Settings,
    Number of network bursts vary by well
    Network Burst Window Start (ms),0.000000
    Network Burst Window End (ms),500.000000
    Bin Size (ms),1.000000

Well Averages,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,D6,
Treatment/ID,,,,,,,,,,,,,,,,,,,,,,,,
Activity Metrics
    Number of Spikes,2051.000000,2983.000000,6381.000000,508.000000,275.000000,2428.000000,681.000000,335.000000,1218.000000,1517.000000,592.000000,3277.000000,522.000000,1073.000000,247.000000,563.000000,929.000000,30.000000,4046.000000,0.000000,693.000000,1703.000000,334.000000,354.000000
    Mean Firing Rate (Hz),1.068229,1.553646,3.323437,0.264583,0.143229,1.264583,0.354687,0.174479,0.634375,0.790104,0.308333,1.706771,0.271875,0.558854,0.128646,0.293229,0.483854,0.015625,2.107292,0.000000,0.360938,0.886979,0.173958,0.184375
    ISI Coefficient of Variation - Avg,8.286705,2.753999,5.304499,4.041561,2.858506,3.674095,1.679104,3.497879,2.813129,1.830501,2.137015,2.408715,2.024663,1.684965,3.407956,3.968865,6.696192,1.209922,3.225868, ,1.747824,8.537193,5.307945,4.945625
    Number of Active Electrodes,12.000000,12.000000,14.000000,8.000000,5.000000,9.000000,5.000000,4.000000,14.000000,11.000000,7.000000,11.000000,10.000000,4.000000,2.000000,5.000000,4.000000,2.000000,10.000000,0.000000,6.000000,5.000000,3.000000,1.000000
    Weighted Mean Firing Rate (Hz),1.422222,2.070833,3.798214,0.523958,0.455000,2.242593,1.101667,0.697917,0.725000,1.142424,0.701190,2.479545,0.423333,2.235417,1.025000,0.928333,1.933333,0.120833,3.360833, ,0.941667,2.828333,0.902778,2.875000
Electrode Burst Metrics
    Number of Bursts,37.000000,120.000000,231.000000,23.000000,20.000000,112.000000,42.000000,28.000000,105.000000,88.000000,49.000000,146.000000,15.000000,21.000000,8.000000,32.000000,24.000000,0.000000,157.000000,0.000000,27.000000,51.000000,12.000000,6.000000
    Number of Bursting Electrodes,11.000000,12.000000,13.000000,6.000000,5.000000,9.000000,3.000000,4.000000,14.000000,9.000000,6.000000,10.000000,7.000000,4.000000,2.000000,4.000000,4.000000,0.000000,8.000000,0.000000,6.000000,5.000000,3.000000,1.000000
    Burst Duration - Avg (sec),0.544708,0.064545,0.119586,0.289210,0.059994,0.084108,0.048280,0.062769,0.033953,0.047552,0.040236,0.104264,0.069294,0.119671,0.165553,0.114162,0.163073, ,0.132900, ,0.096876,0.232781,0.212627,0.218027
    Burst Duration - Std (sec),0.122562,0.019854,0.022775,0.129384,0.028572,0.016476,0.021075,0.014800,0.011462,0.017543,0.008019,0.023367,0.024412,0.011005,0.168169,0.032702,0.017906, ,0.042786, ,0.024182,0.110447,0.046068, 
