AxIS Spike File,C:\Users\Emily Gordon\OneDrive - Nexus365\DPhil OXION\DB Rotation\MEA Project\MEA Paper\MEA_paper_hippocampal_data_analysis\Maddy_WT Hippocampal Culture\Baseline_WT hippocampal culture_10DIV_13-04-2023(000)(000).spk
File Type,24-well

Analysis Start,0.000000
Analysis End,120.000000
Active Electrode Criterion (spks/min), 5
Minimum Covered Resistance (kOhms),18
Remove Coincident Artifacts,False

Electrode Burst Settings,
    Algorithm,ISI Threshold,
    Min # of Spikes,5.000000
    Max ISI (ms),100.000000

Network Burst Settings,
    Algorithm,ISI Threshold,
    Min # of Spikes,50.000000
    Max ISI (ms),100.000000
    Min # of Electrodes (%),35.000000

Synchrony Settings,
    Synchrony Window,20.000000

Average Network Burst Analysis Settings,
    Number of network bursts vary by well
    Network Burst Window Start (ms),0.000000
    Network Burst Window End (ms),500.000000
    Bin Size (ms),1.000000

Well Averages,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,D6,
Treatment/ID,,,,,,,,,,,,,,,,,,,,,,,,
Activity Metrics
    Number of Spikes,707.000000,2901.000000,1047.000000,138.000000,23.000000,3885.000000,302.000000,2.000000,3130.000000,878.000000,108.000000,2045.000000,255.000000,421.000000,211.000000,22.000000,246.000000,50.000000,1965.000000,0.000000,241.000000,265.000000,0.000000,0.000000
    Mean Firing Rate (Hz),0.368229,1.510938,0.545312,0.071875,0.011979,2.023438,0.157292,0.001042,1.630208,0.457292,0.056250,1.065104,0.132813,0.219271,0.109896,0.011458,0.128125,0.026042,1.023438,0.000000,0.125521,0.138021,0.000000,0.000000
    ISI Coefficient of Variation - Avg,2.469810,1.972938,2.575270,5.389579,1.592451,2.277049,2.075490, ,2.268512,1.241288,1.084117,1.099232,1.061830,1.144276,2.503404,1.957616,1.144624,1.782617,1.443234, ,1.373796,1.822454, , 
    Number of Active Electrodes,5.000000,9.000000,8.000000,1.000000,1.000000,4.000000,2.000000,0.000000,11.000000,4.000000,1.000000,8.000000,3.000000,3.000000,2.000000,1.000000,1.000000,1.000000,7.000000,0.000000,4.000000,2.000000,0.000000,0.000000
    Weighted Mean Firing Rate (Hz),1.166667,2.681481,1.069792,1.091667,0.166667,8.062500,1.254167, ,2.369697,1.820833,0.791667,2.130208,0.700000,1.133333,0.870833,0.125000,2.050000,0.358333,2.322619, ,0.495833,1.062500, , 
Electrode Burst Metrics
    Number of Bursts,23.000000,169.000000,52.000000,6.000000,0.000000,238.000000,16.000000,0.000000,139.000000,27.000000,0.000000,88.000000,0.000000,3.000000,8.000000,1.000000,2.000000,0.000000,30.000000,0.000000,1.000000,3.000000,0.000000,0.000000
    Number of Bursting Electrodes,4.000000,8.000000,8.000000,1.000000,0.000000,3.000000,2.000000,0.000000,9.000000,4.000000,0.000000,5.000000,0.000000,2.000000,2.000000,1.000000,1.000000,0.000000,6.000000,0.000000,1.000000,2.000000,0.000000,0.000000
    Burst Duration - Avg (sec),0.152221,0.129954,0.172441,0.189133, ,0.171431,0.109235, ,0.146391,0.164430, ,0.110169, ,0.168800,0.085000,0.202000,0.212720, ,0.132527, ,0.258880,0.259400, , 
    Burst Duration - Std (sec),0.026809,0.036466,0.030155, , ,0.051687,0.028537, ,0.056929,0.039399, ,0.084312, ,0.067430,0.004356, , , ,0.041912, , ,0.108894, , 
    Number of Spikes per Burst - Avg,16.993056,9.015301,12.082765,21.833333, ,12.835979,11.183333, ,12.524093,10.162500, ,8.014667, ,7.000000,6.285714,5.000000,9.500000, ,10.011364, ,12.000000,8.000000, , 
    Number of Spikes per Burst - Std,18.064875,1.999155,5.509991, , ,5.105891,2.804857, ,5.177221,1.959326, ,3.133930, ,2.828427,0.404061, , , ,7.230756, , ,0.000000, , 
    Mean ISI within Burst - Avg (sec),0.020030,0.019243,0.020105,0.010632, ,0.018624,0.010033, ,0.017104,0.020005, ,0.014533, ,0.035328,0.015976,0.050500,0.025536, ,0.019496, ,0.023535,0.037326, , 
    Mean ISI within Burst - Std (sec),0.011644,0.009922,0.009960, , ,0.012198,0.000670, ,0.010703,0.007739, ,0.006760, ,0.026576,0.000577, , , ,0.010438, , ,0.015176, , 
    Median ISI within Burst - Avg (sec),0.017466,0.016648,0.015849,0.005127, ,0.012639,0.005991, ,0.011892,0.013022, ,0.011151, ,0.033460,0.005331,0.057560,0.019200, ,0.014139, ,0.019440,0.033270, , 
    Median ISI within Burst - Std (sec),0.011089,0.014461,0.011226, , ,0.009356,0.003051, ,0.010712,0.005178, ,0.007071, ,0.039513,0.001624, , , ,0.012814, , ,0.023207, , 
    Median/Mean ISI within Burst - Avg,0.855099,0.790703,0.722433,0.548211, ,0.668918,0.654286, ,0.650665,0.658004, ,0.793693, ,0.737916,0.324803,1.139802,0.655107, ,0.652012, ,0.826020,0.827579, , 
    Median/Mean ISI within Burst - Std,0.253084,0.224347,0.179929, , ,0.041323,0.250972, ,0.129620,0.119293, ,0.230337, ,0.560877,0.099992, , , ,0.264275, , ,0.291597, , 
    Inter-Burst Interval - Avg (sec),10.158347,8.279619,24.357717,20.615680, ,1.233689,13.437387, ,6.696638,46.655168, ,7.498608, ,92.216640,19.205013, ,0.390160, ,28.641855, , ,1.956000, , 
    Inter-Burst Interval - Std (sec),2.269619,9.146481,13.523532,0.000000, ,0.768500,5.421605, ,3.440857,48.830250, ,7.507173, ,0.000000,0.000000, ,0.000000, ,24.919045, , ,0.000000, , 
    Burst Frequency - Avg (Hz),0.047917,0.176042,0.054167,0.050000, ,0.661111,0.066667, ,0.128704,0.056250, ,0.146667, ,0.012500,0.033333,0.008333,0.016667, ,0.041667, ,0.008333,0.012500, , 
