Investigator,Maddy,Time (s),Electrode,Size (spikes),Duration (s)
,,00030.697200,B3_32,15,0.15552
,,00030.555520,B3_44,6,0.14696
,,00030.590880,B3_42,8,0.1256
,,00030.836880,B3_42,5,0.00976
,,00030.810160,B3_14,6,0.16656
,,00030.696560,B3_43,13,0.25248
,,00031.098720,A6_21,5,0.15848
,,00031.009440,A6_22,7,0.19176
,,00031.470640,A6_22,5,0.02576
,,00031.398320,B6_33,5,0.05736
,,00031.776400,A2_21,7,0.028
,,00031.504720,A2_11,8,0.29272
,,00031.666720,A2_34,7,0.19632
,,00032.567840,B3_42,6,0.05288
,,00032.335920,D4_42,9,0.18264
,,00032.286960,A6_22,13,0.1616
,,00032.478240,B6_33,6,0.01656
,,00032.717040,D1_24,34,0.166
,,00032.725120,D1_34,13,0.16296
,,00032.574640,B3_32,11,0.08568
,,00032.709680,A6_22,9,0.07464
,,00033.044640,D1_24,14,0.12104
,,00033.118880,D1_34,5,0.06168
,,00033.115520,B6_14,5,0.1016
,,00033.439440,A6_22,5,0.01608
,,00033.703920,A6_21,5,0.01296
,,00033.671040,A6_22,5,0.05352
,,00033.825680,A6_22,12,0.122
,,00034.291920,D4_42,7,0.18216
,,00034.519920,A6_22,9,0.15328
,,00035.387360,A6_22,5,0.20472
,,00035.705440,A6_22,10,0.0736
,,00035.960080,B6_33,5,0.01792
,,00036.115680,A6_21,5,0.0684
,,00036.096720,A6_22,9,0.0676
,,00036.434640,B6_11,5,0.02456
,,00036.368400,B6_33,6,0.0784
,,00036.854960,A6_22,6,0.14248
,,00037.149600,B3_34,6,0.14968
,,00037.148480,B3_32,10,0.10464
,,00037.146400,B3_43,10,0.07616
,,00037.152400,B3_42,8,0.0268
,,00037.118720,A6_21,14,0.24024
,,00037.128080,A6_22,14,0.1476
,,00037.309520,B6_33,5,0.01696
,,00037.556080,B3_31,19,0.23696
,,00037.416480,B3_14,84,0.39392
,,00037.409920,B3_34,36,0.37024
,,00037.414720,B3_43,51,0.366
,,00037.534400,B3_44,24,0.2464
,,00037.421520,B3_42,55,0.3656
,,00037.750080,A6_22,6,0.04528
,,00037.728000,A2_34,14,0.37176
,,00038.006160,B3_34,5,0.02856
,,00037.954720,B3_43,9,0.08072
,,00038.013600,B3_44,5,0.01752
,,00037.889520,B3_42,10,0.14056
,,00037.895280,B3_31,11,0.35552
,,00038.202720,B3_34,5,0.03744
,,00037.410240,B3_32,105,0.84152
,,00038.187280,B3_43,9,0.07688
,,00038.211920,B3_44,8,0.04888
,,00038.130320,B3_42,16,0.12128
,,00037.936320,B3_14,111,0.66576
,,00038.373040,B3_34,11,0.12792
,,00038.379200,B3_32,10,0.12208
,,00038.392560,B3_43,10,0.1656
,,00038.386480,B3_44,11,0.10512
,,00038.380160,B3_42,13,0.12632
,,00038.326320,B4_43,11,0.122
,,00038.479440,A6_21,6,0.07408
,,00038.474400,A6_22,17,0.10056
,,00038.720560,B3_14,22,0.1272
,,00038.876880,A3_13,13,0.0492
,,00039.143600,A6_22,6,0.07024
,,00038.989120,A2_34,21,0.43736
,,00039.327360,A2_32,6,0.16888
,,00039.615920,A1_23,5,0.13488
,,00039.830400,A6_21,6,0.04512
,,00039.399280,A6_22,16,0.27688
,,00039.810480,A6_22,12,0.03936
,,00039.492640,B6_14,7,0.25344
,,00039.716400,B6_33,5,0.01792
,,00040.073120,A2_21,6,0.07216
,,00039.988320,A2_34,6,0.16512
,,00040.031600,A6_22,13,0.30672
,,00041.433440,B4_43,8,0.06928
,,00041.544320,A6_21,9,0.06616
,,00041.451120,A6_22,13,0.14064
,,00041.817440,A3_13,6,0.014
,,00041.955520,B6_14,7,0.1232
,,00041.898240,B6_33,6,0.1116
,,00042.385440,A2_21,5,0.01944
,,00042.392560,A2_33,8,0.0244
,,00042.394320,A2_34,6,0.03592
,,00042.438320,A6_22,7,0.05408
,,00042.743200,A6_22,10,0.04464
,,00042.746560,A6_21,13,0.19712
,,00043.373840,A2_21,5,0.01504
,,00043.310080,A2_34,5,0.13056
,,00043.601360,B3_43,5,0.03192
,,00043.154000,A6_21,99,0.60928
,,00043.249760,A6_22,83,0.52528
,,00044.170960,B6_14,6,0.13888
,,00044.694560,B6_33,5,0.02296
,,00045.001680,A2_34,5,0.10672
,,00044.958560,B3_43,5,0.01576
,,00045.548400,B1_32,5,0.02536
,,00045.490640,A2_21,5,0.0536
,,00045.496640,A2_33,5,0.01736
,,00045.256480,A6_22,15,0.15248
,,00046.064400,B6_33,5,0.01784
,,00046.195520,A6_22,5,0.05944
,,00046.432560,A6_21,5,0.06624
,,00046.429920,A6_22,7,0.10024
,,00046.405520,B6_33,7,0.03032
,,00046.367440,B6_44,7,0.03512
,,00046.785920,A3_13,6,0.01304
,,00046.643440,A6_21,17,0.07184
,,00046.633680,A6_22,9,0.07192
,,00046.973360,A6_22,25,0.40024
,,00047.046800,B6_14,7,0.22424
,,00047.451840,A6_21,8,0.20456
,,00047.474160,A6_22,13,0.23176
,,00048.000400,B3_14,5,0.0272
,,00047.996480,B3_42,5,0.0208
,,00048.941040,A3_13,8,0.02784
,,00049.167760,A3_13,5,0.07
,,00049.056480,A3_44,5,0.14168
,,00049.145280,B4_43,7,0.10336
,,00049.139840,A6_22,12,0.1044
,,00049.351200,A6_21,7,0.11344
,,00049.820880,B6_14,7,0.07088
,,00050.003120,C3_12,7,0.1412
,,00049.917840,B3_32,5,0.06248
,,00049.775200,B6_33,11,0.21936
,,00049.800320,A6_21,35,0.3604
,,00049.797600,A6_22,39,0.39744
,,00051.175360,A2_33,5,0.12584
,,00051.161360,A6_22,5,0.06848
,,00051.137120,B6_33,5,0.01296
,,00051.247760,B1_33,13,0.16384
,,00051.357280,B1_32,6,0.04752
,,00052.099120,A6_21,11,0.11632
,,00051.990320,A6_22,17,0.31264
,,00052.513360,B6_33,5,0.0148
,,00052.685760,A6_22,13,0.16272
,,00053.342160,A6_22,8,0.03152
,,00053.342400,A6_21,8,0.08648
,,00054.300160,B3_14,5,0.0944
,,00054.329040,B3_44,5,0.06112
,,00053.990320,A6_21,16,0.21056
,,00053.985280,A6_22,26,0.22424
,,00054.304400,B3_43,5,0.11696
,,00054.383200,B3_42,5,0.04304
,,00054.453120,A6_21,11,0.19112
,,00054.530160,A6_22,8,0.02472
,,00054.848000,A6_22,21,0.29592
,,00055.279040,A2_33,29,0.36056
,,00055.415440,A6_21,44,0.13312
,,00055.358960,A6_22,38,0.18072
,,00055.452160,A2_21,11,0.34728
,,00055.292560,A2_11,13,0.38304
,,00055.277760,A2_34,34,0.44912
,,00055.845440,B3_43,5,0.01104
,,00055.683280,D1_24,37,0.3484
,,00055.688880,D1_34,24,0.24216
,,00056.671680,B6_33,5,0.01272
,,00056.911440,D1_21,6,0.11752
,,00057.093600,C3_12,6,0.0652
,,00057.504960,A4_32,27,0.23104
,,00057.676320,A6_21,16,0.118
,,00057.661600,A6_22,10,0.04832
,,00058.117040,B6_33,5,0.02048
,,00058.184400,B3_32,5,0.02888
,,00058.197840,B3_42,5,0.01568
,,00058.076480,B4_34,6,0.22096
,,00057.999440,B4_43,11,0.25256
,,00058.611120,A6_21,9,0.0208
,,00058.605440,A6_22,8,0.0324
,,00058.850880,B6_33,9,0.0388
,,00058.622960,A2_34,8,0.33264
,,00059.114880,A6_21,8,0.02864
,,00058.872080,B6_14,8,0.04392
,,00059.109760,A6_22,7,0.04072
,,00059.338560,B3_32,15,0.24632
,,00059.569760,B3_43,8,0.07104
,,00059.379440,B3_44,7,0.20032
,,00059.375520,B3_42,9,0.21384
,,00059.560000,A6_21,5,0.0184
,,00059.554800,A6_22,9,0.02456
,,00059.533040,A2_34,6,0.16568
,,00060.092480,A2_33,8,0.02952
,,00060.090080,A2_34,9,0.04336
,,00060.039040,A6_22,6,0.02264
,,00060.801440,A6_22,7,0.02544
,,00061.173760,A6_22,7,0.01992
,,00061.112400,B6_14,7,0.08456
,,00061.622640,A6_22,9,0.02608
,,00062.042720,B1_32,11,0.04712
,,00061.992160,B3_32,6,0.01984
,,00061.992160,B3_42,6,0.0248
,,00062.010880,A6_22,5,0.01744
,,00062.045440,B1_33,19,0.22368
,,00062.192400,B1_32,9,0.08432
,,00062.095040,A1_21,44,0.14696
,,00062.106320,A1_23,15,0.12256
,,00062.280400,A6_22,5,0.01664
,,00062.181520,B6_33,6,0.0804
,,00062.565840,A6_21,5,0.0172
,,00062.559440,A6_22,10,0.03448
,,00062.760720,A1_21,39,0.12544
,,00062.770960,A1_23,14,0.11104
,,00062.901440,A6_22,6,0.01488
,,00063.193040,B3_14,7,0.0344
,,00063.194560,B3_32,7,0.02392
,,00063.198320,B3_43,5,0.0148
,,00063.196480,B3_42,5,0.01792
,,00063.141520,A6_22,6,0.01704
,,00063.152000,B6_33,5,0.01432
,,00063.422240,A6_22,9,0.02712
,,00063.770400,D1_24,25,0.10536
,,00063.776000,D1_34,15,0.10664
,,00063.818400,A6_22,5,0.02272
,,00064.004560,B6_33,5,0.032
,,00064.627200,B3_14,5,0.01736
,,00064.537520,A2_21,6,0.1848
,,00064.636240,A2_11,5,0.09872
,,00064.623040,A2_33,11,0.208
,,00065.005120,A3_13,6,0.01288
,,00064.814240,B4_43,10,0.12616
,,00064.879920,A6_22,6,0.02384
,,00064.846560,B6_14,11,0.18368
,,00065.259280,A2_33,8,0.13248
,,00065.263200,A2_34,6,0.1208
,,00065.300000,A6_22,7,0.02488
,,00065.718240,A2_33,5,0.0668
,,00065.622960,A2_34,6,0.23216
,,00065.972560,C3_12,6,0.08752
,,00065.922400,A3_13,20,0.10976
,,00065.844720,A3_44,10,0.14576
,,00066.123280,A6_21,5,0.02792
,,00066.293360,A6_22,5,0.01856
,,00066.466000,B1_32,5,0.03616
,,00066.891840,A6_22,6,0.0236
,,00067.036480,B6_33,5,0.02104
,,00067.418240,B6_14,10,0.07304
,,00068.132880,A6_22,6,0.03192
,,00068.230480,A1_23,7,0.23752
,,00068.340080,A2_33,6,0.10088
,,00068.365280,A2_34,5,0.08344
,,00068.386000,A2_32,5,0.05864
,,00068.452560,B3_32,7,0.032
,,00068.443440,B3_42,8,0.03624
,,00068.643280,A6_22,6,0.0184
,,00069.014880,B3_14,10,0.02808
,,00069.264160,B3_14,10,0.04312
,,00069.216720,A6_22,10,0.10696
,,00069.179440,B6_33,5,0.02
,,00069.567520,A6_21,5,0.10568
,,00069.548160,A6_22,19,0.13024
,,00069.789440,A4_32,22,0.17648
,,00070.352640,A6_21,26,0.1776
,,00070.281520,A6_22,20,0.22608
,,00070.700960,A3_21,7,0.19432
,,00070.655760,A3_12,7,0.20824
,,00070.700160,A3_13,60,0.29888
,,00070.728480,A3_14,14,0.2124
,,00070.812720,A3_24,6,0.10816
,,00070.786400,A3_34,8,0.19432
,,00070.762640,A3_44,25,0.20616
,,00070.791440,A3_43,15,0.1772
,,00071.031360,A6_22,8,0.08032
,,00071.847040,B6_14,7,0.21704
,,00071.807680,B6_33,7,0.17744
,,00072.334560,B4_43,6,0.04304
,,00072.098880,A6_22,19,0.3228
,,00072.757440,A2_21,9,0.05368
,,00072.640480,A2_33,24,0.17528
,,00072.702960,A6_21,47,0.18416
,,00072.683600,A6_22,41,0.19568
,,00072.625360,A2_34,20,0.3152
,,00072.997600,B3_14,23,0.0804
,,00072.999040,B3_32,8,0.12288
,,00073.111040,B3_43,5,0.01384
,,00073.066800,A2_34,6,0.09688
,,00073.905920,A2_21,7,0.05008
,,00073.953440,A2_11,6,0.06096
,,00073.950160,A2_33,6,0.01752
,,00074.430800,B4_43,6,0.06896
,,00074.456160,A6_22,9,0.1836
,,00075.839840,C3_12,8,0.0964
,,00075.960320,A6_22,5,0.02056
,,00076.488080,A6_22,6,0.0604
,,00077.076000,B6_33,5,0.01968
,,00076.996640,A1_23,5,0.17136
,,00077.272640,B3_14,5,0.03064
,,00077.254960,A6_22,5,0.04016
,,00077.646400,A2_34,6,0.11992
,,00077.852800,A6_22,5,0.05336
,,00078.253280,B3_14,6,0.02312
,,00078.310800,A6_21,38,0.1068
,,00078.260240,A6_22,28,0.18256
,,00078.532560,B6_33,5,0.0184
,,00078.783360,A2_21,15,0.29528
,,00078.846640,A2_33,15,0.13992
,,00078.959600,A2_34,10,0.13608
,,00078.952240,A2_32,5,0.02544
,,00078.902160,B4_43,9,0.06848
,,00079.225200,D1_34,16,0.15776
,,00079.213200,D1_24,41,0.39944
,,00079.953360,B1_32,5,0.03872
,,00080.336160,B3_42,5,0.01192
,,00080.296320,B3_31,11,0.11576
,,00080.332560,B3_32,7,0.08024
,,00080.515520,B3_32,13,0.06816
,,00080.541360,B3_43,10,0.0568
,,00080.535120,B3_42,5,0.04408
,,00080.760640,A3_13,6,0.01648
,,00080.223200,B6_14,29,0.54136
,,00080.948160,A1_21,55,0.17264
,,00080.969120,A1_23,14,0.14224
,,00080.985600,A1_34,6,0.12568
,,00080.537840,B3_31,24,0.42072
,,00080.848720,B3_14,42,0.21576
,,00080.451760,B3_34,35,0.57744
,,00080.709760,B3_43,60,0.31944
,,00080.688160,B3_44,24,0.34504
,,00080.747360,A6_22,11,0.1728
,,00080.888640,B6_14,7,0.1768
,,00080.722080,B3_32,82,0.4884
,,00080.680240,B3_42,65,0.53048
,,00081.165200,A6_22,13,0.18496
,,00081.431360,B6_33,5,0.01864
,,00081.508400,A2_34,7,0.16872
,,00082.201760,A2_21,11,0.1256
,,00082.318800,A2_33,5,0.01264
,,00082.014160,A6_21,28,0.30168
,,00081.989040,A6_22,30,0.4244
,,00082.991840,B6_33,11,0.19728
,,00083.218960,B6_44,6,0.10024
,,00083.515760,A2_21,6,0.0176
,,00083.523760,A2_34,5,0.01248
,,00083.652400,A6_22,7,0.13664
,,00083.920800,A6_22,5,0.22928
,,00084.165440,B6_33,8,0.16616
,,00084.094320,B6_44,9,0.1496
,,00084.489920,A2_21,5,0.01344
,,00084.909840,A6_21,40,0.23064
,,00084.614400,A6_22,43,0.51424
,,00085.132640,A2_21,6,0.08904
,,00085.139200,A2_33,5,0.01104
,,00085.171280,B6_33,5,0.01448
,,00085.802560,A2_21,6,0.022
,,00085.812320,A2_11,5,0.01432
,,00085.807840,A2_34,5,0.01288
,,00086.078400,A1_21,6,0.06456
,,00086.169520,A2_21,7,0.03696
,,00086.178240,A2_11,5,0.05832
,,00086.177840,A2_33,9,0.05456
,,00086.387840,A2_13,6,0.1836
,,00086.385440,A2_14,22,0.2576
,,00086.173040,A2_32,36,0.47056
,,00086.383520,A6_22,8,0.08768
,,00086.442960,B6_33,5,0.03432
,,00086.371760,A2_11,46,0.28216
,,00086.370880,A2_33,67,0.2976
,,00086.182240,A2_34,65,0.48248
,,00086.362480,A2_21,82,0.62992
,,00087.343680,B3_14,6,0.03352
,,00087.297760,A6_21,52,0.2684
,,00087.121120,A6_22,56,0.44568
,,00088.364560,B1_33,7,0.0232
,,00088.334720,B1_32,10,0.05504
,,00089.257840,A6_22,22,0.37376
,,00089.479760,B6_14,13,0.07952
,,00089.486640,A6_21,11,0.22808
,,00089.799760,A6_22,6,0.0488
,,00089.671760,B6_33,5,0.06488
,,00089.816480,A6_21,9,0.23416
,,00089.987200,A6_22,5,0.03896
,,00090.210400,A2_21,9,0.11256
,,00090.233760,A2_34,5,0.10936
,,00090.480480,B3_32,6,0.01592
,,00090.527600,A6_11,8,0.22896
,,00090.164880,A6_21,81,0.60824
,,00090.985600,A3_14,5,0.13
,,00090.985760,A3_34,6,0.12192
,,00090.983920,A3_44,13,0.12504
,,00090.136880,A6_22,76,0.95736
,,00090.798000,B6_33,5,0.12208
,,00090.908160,A3_13,39,0.27328
,,00091.141440,B6_14,6,0.05216
,,00091.123760,B6_33,7,0.05864
,,00091.437200,B3_14,6,0.05744
,,00091.436560,B3_42,5,0.01128
,,00091.730240,D1_34,5,0.0812
,,00091.796960,B6_44,5,0.10288
,,00091.725520,D1_24,18,0.25912
,,00092.228640,D1_42,5,0.06472
,,00092.494240,D1_31,5,0.06792
,,00092.405840,B3_32,7,0.03384
,,00092.404160,B3_43,6,0.03472
,,00092.796240,A6_22,13,0.19152
,,00093.134080,A6_22,5,0.01456
,,00093.261440,A6_22,20,0.128
,,00093.387760,B3_14,6,0.08792
,,00093.390560,B3_32,9,0.04184
,,00093.390560,B3_43,8,0.06856
,,00093.398400,B3_42,6,0.01976
,,00093.493440,A6_22,20,0.07256
,,00093.584240,B3_14,51,0.22728
,,00093.691840,B3_24,5,0.12192
,,00093.586480,B3_34,27,0.23104
,,00093.572960,B3_32,41,0.28376
,,00093.580800,B3_43,29,0.28008
,,00093.578240,B3_44,22,0.22424
,,00093.588240,B3_42,36,0.27432
,,00093.334720,A6_21,66,0.3824
,,00093.607680,B3_31,19,0.2988
,,00094.535440,A2_21,8,0.0268
,,00094.545120,A2_33,7,0.02104
,,00094.549600,A2_34,6,0.06656
,,00094.406000,A2_32,5,0.15712
,,00094.628160,B4_43,7,0.1192
,,00094.775360,A6_22,6,0.05288
,,00095.257040,A1_21,62,0.23
,,00095.291920,A1_23,18,0.18192
,,00095.204000,A6_22,18,0.20944
,,00095.379360,B6_14,7,0.25528
,,00095.788320,A2_21,6,0.01624
,,00095.732560,A2_11,5,0.10424
,,00095.796560,A2_34,5,0.01328
,,00096.154000,B4_34,5,0.0892
,,00096.336720,A6_22,12,0.27616
,,00096.759760,A6_22,12,0.18112
,,00097.299280,B6_14,6,0.05368
,,00097.484080,A6_22,5,0.01232
,,00097.507120,B4_43,15,0.27952
,,00098.019280,A2_33,5,0.08192
,,00098.038320,A6_21,6,0.02464
,,00098.033200,A6_22,5,0.02784
