Investigator,Maddy,Time (s),Electrode,Size (spikes),Duration (s)
,,00012.645920,D4_32,165,0.7772
,,00013.553840,B5_21,6,0.0208
,,00013.418240,B6_14,54,0.2268
,,00013.450400,B6_11,28,0.17744
,,00013.415840,B6_33,5,0.01104
,,00013.564720,B6_33,6,0.0612
,,00013.419200,B6_23,10,0.16704
,,00013.416800,B6_34,5,0.0144
,,00013.560720,B6_34,8,0.06368
,,00013.768800,B5_12,14,0.10816
,,00013.561120,B6_44,18,0.1104
,,00013.802000,B5_14,46,0.32184
,,00013.765520,B5_13,39,0.27856
,,00013.810640,B5_44,17,0.28024
,,00013.764640,B5_21,71,0.34096
,,00015.259440,A2_21,46,0.21776
,,00015.339840,A2_11,37,0.13592
,,00015.333440,A2_12,15,0.13112
,,00015.334880,A2_13,26,0.13696
,,00015.334560,A2_14,22,0.13552
,,00015.329440,A2_33,44,0.14744
,,00015.328400,A2_24,8,0.132
,,00015.253520,A2_34,50,0.28088
,,00015.254400,A2_32,38,0.22136
,,00015.396640,A2_43,15,0.07624
,,00015.338240,A2_44,23,0.14152
,,00015.354320,A2_42,27,0.12256
,,00015.445840,A5_14,9,0.10688
,,00015.427760,A5_21,16,0.1516
,,00015.719600,D3_21,8,0.07472
,,00015.759120,B6_14,5,0.01176
,,00015.755680,B6_33,6,0.0128
,,00015.756560,B6_34,5,0.01168
,,00015.784880,A5_14,7,0.12864
,,00015.771120,A5_21,11,0.16008
,,00016.348720,B4_44,5,0.01
,,00016.352320,B4_11,22,0.25512
,,00016.351200,B4_33,20,0.1208
,,00016.346640,B4_34,10,0.08496
,,00016.351680,B4_24,15,0.14432
,,00016.351280,B4_42,8,0.0824
,,00016.346320,B4_43,15,0.09384
,,00016.352000,B4_32,5,0.0684
,,00016.358560,B4_22,9,0.12824
,,00016.785120,A3_41,5,0.01256
,,00016.788480,A3_21,12,0.06632
,,00016.763200,A3_31,20,0.0952
,,00016.753040,A3_11,12,0.1032
,,00016.759840,A3_12,28,0.09744
,,00016.757280,A3_13,37,0.10448
,,00016.766960,A3_23,13,0.06056
,,00016.757440,A3_14,35,0.09896
,,00016.762560,A3_34,15,0.09176
,,00016.763840,A3_32,16,0.09304
,,00016.762240,A3_44,32,0.10872
,,00016.763360,A3_43,36,0.10848
,,00016.349360,B4_21,35,0.34008
,,00016.842080,B2_41,8,0.12768
,,00016.856080,B2_31,25,0.13176
,,00016.865760,B2_22,23,0.12088
,,00016.850160,B2_42,12,0.11568
,,00017.117280,B5_21,5,0.01392
,,00017.789440,A1_41,50,0.24496
,,00017.784720,A1_21,57,0.24032
,,00017.791920,A1_31,35,0.22776
,,00017.794480,A1_11,21,0.2192
,,00017.794000,A1_12,26,0.22456
,,00017.790000,A1_13,48,0.23232
,,00017.797680,A1_22,24,0.2176
,,00017.790000,A1_23,49,0.23448
,,00017.798320,A1_14,6,0.21904
,,00017.799360,A1_33,11,0.21848
,,00017.791040,A1_34,59,0.23904
,,00017.798400,A1_43,23,0.23112
,,00018.139040,A1_41,10,0.05392
,,00018.132240,A1_21,15,0.0716
,,00018.136000,A1_31,6,0.06304
,,00018.132880,A1_11,6,0.06096
,,00018.126240,A1_13,11,0.07776
,,00018.135360,A1_22,5,0.05968
,,00018.128160,A1_23,12,0.07288
,,00018.131680,A1_34,16,0.08728
,,00018.139840,A1_43,6,0.07008
,,00018.516240,B1_33,5,0.06296
,,00018.558400,B6_14,5,0.01024
,,00018.554160,B6_33,5,0.01232
,,00018.556880,B6_23,7,0.0152
,,00018.555840,B6_34,5,0.01296
,,00018.643680,A3_22,8,0.13872
,,00018.943840,A3_22,6,0.06104
,,00019.268000,D3_21,6,0.0152
,,00019.180400,A4_14,5,0.0916
,,00019.191040,A4_12,6,0.06688
,,00019.155680,A4_32,21,0.16176
,,00019.168480,A4_21,8,0.14384
,,00019.160720,A4_22,11,0.13992
,,00019.183760,B6_14,5,0.01664
,,00019.444560,A4_12,6,0.1112
,,00019.471680,A4_32,17,0.12552
,,00019.456640,A4_21,8,0.12376
,,00019.458640,A4_22,8,0.12576
,,00020.124800,D3_21,8,0.02304
,,00020.067760,D3_23,5,0.06256
,,00020.143920,D3_11,17,0.12024
,,00020.123440,D3_33,11,0.06976
,,00020.468880,B6_14,5,0.01056
,,00020.464800,B6_33,7,0.01616
,,00020.466160,B6_23,6,0.0132
,,00020.466320,B6_34,5,0.01088
,,00020.788080,B5_21,8,0.02232
,,00021.112400,D4_14,6,0.02872
,,00021.333120,A3_41,9,0.11512
,,00021.347040,A3_21,18,0.09816
,,00021.320560,A3_31,24,0.12944
,,00021.309840,A3_11,19,0.13552
,,00021.321280,A3_12,35,0.12944
,,00021.314720,A3_13,44,0.14544
,,00021.324240,A3_23,18,0.12864
,,00021.314640,A3_14,42,0.14704
,,00021.349120,A3_33,5,0.10024
,,00021.319680,A3_34,22,0.13568
,,00021.329440,A3_32,21,0.11784
,,00021.320000,A3_44,44,0.14488
,,00021.319200,A3_43,40,0.14112
,,00021.721840,C2_11,9,0.07776
,,00021.696720,C2_14,16,0.11288
,,00021.701920,C2_34,6,0.11488
,,00022.070880,B6_14,6,0.014
,,00022.068800,B6_33,7,0.02856
,,00022.069520,B6_23,6,0.0152
,,00022.687600,B1_33,7,0.02248
,,00022.687600,B1_32,5,0.0196
,,00023.703440,D3_21,6,0.01744
,,00023.702000,D3_23,5,0.01576
,,00023.655120,B5_14,27,0.11712
,,00023.625520,B5_12,13,0.11256
,,00023.591440,B5_13,25,0.15232
,,00023.874480,B5_14,10,0.0996
,,00023.663440,B5_44,19,0.33368
,,00023.613840,B5_21,68,0.37872
,,00023.958240,B6_14,5,0.01096
,,00023.954720,B6_33,5,0.01096
,,00023.955680,B6_34,5,0.01096
,,00024.430560,D4_14,30,0.60248
,,00024.435440,D4_13,29,0.658
,,00024.681200,D4_11,26,0.36096
,,00024.541760,D4_33,12,0.38008
,,00024.545600,D4_34,19,0.55368
,,00024.553120,D4_42,81,0.55272
,,00024.504240,D4_32,151,0.60248
,,00024.934880,B6_14,6,0.02768
,,00024.506640,D4_43,95,0.6464
,,00025.655280,A3_41,13,0.16936
,,00025.676800,A3_21,16,0.15352
,,00025.643200,A3_31,30,0.18384
,,00025.632240,A3_11,15,0.19232
,,00025.636400,A3_12,33,0.19384
,,00025.637360,A3_13,56,0.1996
,,00025.646480,A3_23,21,0.17872
,,00025.637520,A3_14,55,0.20696
,,00025.674800,A3_33,5,0.10328
,,00025.642160,A3_34,25,0.1908
,,00025.664480,A3_32,29,0.16472
,,00025.642400,A3_44,50,0.1948
,,00025.642800,A3_43,52,0.196
,,00025.664480,A5_14,12,0.24496
,,00025.665360,A5_21,21,0.2448
,,00026.213200,A3_24,12,0.09488
,,00026.095760,A5_14,9,0.29392
,,00026.082560,A5_21,9,0.10712
,,00026.341280,A5_21,6,0.01848
,,00026.866320,B2_41,5,0.01896
,,00026.881040,B2_31,18,0.06752
,,00026.889600,B2_22,14,0.062
,,00026.875760,B2_42,9,0.02432
,,00026.944960,D3_21,5,0.01752
,,00027.124800,B6_44,5,0.02456
,,00027.068880,A3_24,9,0.18984
,,00027.066160,A6_32,26,0.32752
,,00027.081040,A6_44,9,0.2124
,,00027.142560,B6_14,6,0.0312
,,00027.139040,B6_33,5,0.0124
,,00027.140080,B6_34,5,0.01208
,,00027.062000,A6_12,91,0.7932
,,00027.061680,A6_11,94,0.79176
,,00027.072240,A6_42,83,0.78464
,,00027.079360,A6_43,54,0.77928
,,00027.609280,A6_32,7,0.23464
,,00027.618480,A6_44,5,0.24048
,,00027.061600,A6_21,121,0.79608
,,00027.067840,A6_31,62,0.7816
,,00027.060000,A6_22,127,0.79624
,,00027.935040,B5_21,7,0.02568
,,00028.109200,A6_12,13,0.08376
,,00028.109440,A6_11,12,0.08296
,,00028.115440,A6_42,11,0.08544
,,00028.120640,A6_43,9,0.07888
,,00028.114800,A6_32,5,0.07208
,,00028.107520,A6_21,18,0.08736
,,00028.115280,A6_31,7,0.07472
,,00028.108560,A6_22,17,0.08784
,,00028.424080,B1_33,8,0.0236
,,00028.458880,A6_12,9,0.08096
,,00028.454560,A6_11,13,0.0844
,,00028.459200,A6_42,11,0.08784
,,00028.464160,A6_43,8,0.08656
,,00028.460880,A6_32,6,0.08048
,,00028.453680,A6_21,18,0.09952
,,00028.462480,A6_31,8,0.07968
,,00028.452560,A6_22,22,0.09432
,,00028.699360,A6_12,10,0.07352
,,00028.696000,A6_11,13,0.07632
,,00028.698160,A6_42,10,0.08584
,,00028.696560,A6_43,10,0.08544
,,00028.698080,A6_32,6,0.07136
,,00028.694400,A6_21,17,0.08704
,,00028.700560,A6_31,7,0.07104
,,00028.694560,A6_22,15,0.07856
,,00028.846800,B6_14,8,0.03848
,,00028.842560,B6_33,6,0.0148
,,00028.846320,B6_23,6,0.01312
,,00028.844400,B6_34,5,0.01208
,,00029.264480,B1_33,16,0.06664
,,00029.272720,B1_32,7,0.01528
,,00029.154320,A6_12,18,0.1584
,,00029.153680,A6_11,19,0.15928
,,00029.158640,A6_42,14,0.16512
,,00029.164400,A6_43,14,0.16048
,,00029.159760,A6_32,9,0.15432
,,00029.160160,A6_44,7,0.16312
,,00029.152720,A6_21,28,0.1648
,,00029.160080,A6_31,12,0.15536
,,00029.152800,A6_22,34,0.17096
,,00029.441680,A6_12,11,0.09464
,,00029.442160,A6_11,12,0.08936
,,00029.449680,A6_42,11,0.09696
,,00029.448080,A6_43,10,0.09472
,,00029.448800,A6_32,5,0.0836
,,00029.441920,A6_21,18,0.09472
,,00029.450640,A6_31,8,0.08104
,,00029.440240,A6_22,19,0.0952
,,00030.629840,B6_33,8,0.01944
,,00030.631440,B6_34,7,0.01608
,,00030.832080,D4_14,5,0.0172
,,00030.634080,B6_14,10,0.04576
,,00030.633440,B6_23,9,0.04528
,,00030.670240,A1_41,60,0.35592
,,00030.673520,A1_21,70,0.35224
,,00030.677120,A1_31,38,0.34464
,,00030.674880,A1_11,21,0.34608
,,00030.681360,A1_12,30,0.33896
,,00030.677600,A1_13,63,0.35216
,,00030.683920,A1_22,23,0.33984
,,00030.675760,A1_23,67,0.35192
,,00030.688000,A1_33,15,0.33472
,,00030.679200,A1_34,77,0.3512
,,00030.686960,A1_43,29,0.3476
,,00031.282160,A3_21,19,0.07424
,,00031.276240,A3_31,16,0.06152
,,00031.257520,A3_11,11,0.05608
,,00031.258240,A3_12,29,0.10096
,,00031.262240,A3_13,33,0.10272
,,00031.271760,A3_23,14,0.08328
,,00031.263200,A3_14,35,0.1048
,,00031.293120,A3_33,5,0.0136
,,00031.267280,A3_34,20,0.09192
,,00031.279120,A3_32,18,0.08008
,,00031.268720,A3_44,34,0.09968
,,00031.268480,A3_43,34,0.09752
,,00032.088160,D3_21,14,0.09352
,,00032.391840,A2_21,47,0.17272
,,00032.392560,A2_11,36,0.15912
,,00032.423040,A2_12,16,0.12472
,,00032.392960,A2_13,29,0.15704
,,00032.394400,A2_14,27,0.1528
,,00032.383920,A2_33,47,0.16552
,,00032.417760,A2_24,7,0.06544
,,00032.379280,A2_32,41,0.1724
,,00032.476320,A2_43,11,0.07016
,,00032.386880,A2_44,25,0.16728
,,00032.391440,A2_42,26,0.15728
,,00032.506480,B5_21,9,0.02992
,,00032.392480,B6_14,8,0.04272
,,00032.388640,B6_33,7,0.01616
,,00032.390960,B6_23,5,0.01392
,,00032.700640,B2_41,7,0.12064
,,00032.712640,B2_31,25,0.11128
,,00032.719600,B2_22,26,0.11176
,,00032.708880,B2_42,13,0.09984
,,00032.381200,A2_34,56,0.39544
,,00034.774080,B6_14,6,0.01456
,,00034.770320,B6_33,6,0.0152
,,00034.771520,B6_34,5,0.00976
,,00034.893200,B1_33,7,0.0164
,,00035.058080,B5_13,5,0.0328
,,00035.070560,B5_21,10,0.02704
,,00035.469680,B4_11,17,0.1436
,,00035.467600,B4_33,12,0.10144
,,00035.465360,B4_34,5,0.04344
,,00035.468000,B4_24,13,0.10192
,,00035.467680,B4_42,5,0.01136
,,00035.464800,B4_43,10,0.10352
,,00035.467280,B4_21,22,0.11592
,,00035.721120,C1_32,8,0.15048
,,00035.635680,A3_41,6,0.03912
,,00035.632320,A3_21,10,0.07528
,,00035.614240,A3_31,21,0.09976
,,00035.604000,A3_11,9,0.08552
,,00035.615680,A3_12,21,0.09888
,,00035.608640,A3_13,38,0.10304
,,00035.617600,A3_23,15,0.09048
,,00035.611840,A3_14,36,0.1004
,,00035.634880,A3_34,16,0.07272
,,00035.626560,A3_32,22,0.08136
,,00035.607600,A3_44,37,0.1084
,,00035.613440,A3_43,30,0.1028
,,00035.756160,C1_41,6,0.14464
,,00035.740480,C1_31,15,0.31992
,,00035.727440,C1_12,30,0.32064
,,00035.732320,C1_22,11,0.18984
,,00035.722240,C1_34,24,0.3088
,,00035.713040,C1_43,65,0.35768
,,00035.719120,C1_44,22,0.30672
,,00036.049440,C1_22,7,0.2408
,,00035.985600,C1_32,8,0.1816
,,00035.731840,C1_21,40,0.67152
,,00036.341600,C1_31,5,0.06496
,,00035.726000,C1_11,61,0.83144
,,00036.153760,C1_12,16,0.29008
,,00035.719200,C1_13,71,0.83208
,,00035.719360,C1_23,151,0.85216
,,00035.717760,C1_33,124,0.86
,,00036.240400,C1_34,14,0.20248
,,00036.284400,C1_32,5,0.14832
,,00036.273440,C1_43,27,0.1656
,,00036.560880,C1_43,6,0.01304
,,00036.269920,C1_44,18,0.17216
,,00036.414480,B6_14,10,0.07968
,,00036.474160,B6_33,5,0.01144
,,00036.474960,B6_23,6,0.01576
,,00036.475360,B6_34,5,0.01088
,,00036.691120,C1_21,5,0.09552
,,00036.560960,C1_31,9,0.31
,,00036.675440,C1_11,11,0.1152
,,00036.676640,C1_12,6,0.10904
,,00036.687520,C1_13,8,0.096
,,00036.688480,C1_23,16,0.09928
,,00036.694720,C1_33,19,0.09208
,,00036.704160,C1_43,13,0.07864
,,00036.708000,C1_44,7,0.06624
,,00037.396800,D3_21,25,0.15456
,,00037.393200,D3_23,13,0.10832
,,00037.394400,D3_33,6,0.10024
,,00037.392400,D3_34,16,0.17216
,,00037.394960,D3_32,10,0.10296
,,00037.693760,C2_14,9,0.06448
,,00037.670960,B2_41,6,0.0188
,,00038.194480,B6_14,5,0.01264
,,00038.190880,B6_33,5,0.00968
,,00038.193040,B6_23,5,0.00976
,,00039.481200,D3_21,15,0.0552
,,00039.476480,D3_23,6,0.05784
,,00039.477840,D3_33,9,0.05176
,,00039.476480,D3_34,6,0.03608
,,00039.478800,D3_32,8,0.05592
,,00039.464960,A5_14,6,0.03128
,,00039.576720,A5_41,5,0.07216
,,00039.614560,A3_41,6,0.04568
,,00039.435280,A3_21,18,0.22704
,,00039.416160,A3_31,32,0.25464
,,00039.405920,A3_11,22,0.26192
,,00039.406560,A3_12,35,0.26568
,,00039.411600,A3_13,64,0.386
,,00039.419840,A3_23,21,0.24488
,,00039.410960,A3_14,64,0.38552
,,00039.416720,A3_34,38,0.36352
,,00039.427760,A3_32,32,0.24408
,,00039.772000,A3_32,5,0.00968
,,00039.417040,A3_44,64,0.38264
,,00039.415600,A3_43,66,0.36984
,,00039.465360,A5_21,21,0.19072
,,00039.789440,B6_33,5,0.01032
,,00039.502720,D3_11,51,0.60016
,,00040.940880,D4_33,5,0.16008
,,00040.743280,D4_34,16,0.22832
,,00040.735120,D4_43,70,0.37392
,,00041.054400,B5_21,12,0.08864
,,00040.654000,D4_14,40,0.53056
,,00040.660960,D4_13,30,0.5672
,,00040.758720,D4_42,61,0.47464
,,00041.209360,D4_43,7,0.02264
,,00040.676400,D4_32,111,0.57272
,,00042.055360,B6_14,6,0.02456
,,00042.198640,B6_33,6,0.01576
,,00042.200080,B6_23,5,0.01008
,,00042.200400,B6_34,5,0.01368
,,00042.611520,B1_33,7,0.0672
,,00042.966480,B5_41,7,0.1412
,,00042.962880,B5_14,59,0.55568
,,00042.984240,B5_12,39,0.52864
,,00042.962640,B5_13,75,0.54784
,,00042.923680,B5_44,24,0.60136
,,00042.987760,B5_21,82,0.53344
,,00043.551600,A1_41,56,0.39296
,,00043.554000,A1_21,85,0.3872
,,00043.557440,A1_31,38,0.38032
,,00043.552800,A1_11,26,0.3796
,,00043.561760,A1_12,29,0.36944
,,00043.558720,A1_13,59,0.38864
,,00043.564240,A1_22,26,0.37216
,,00043.556400,A1_23,63,0.38432
,,00043.565680,A1_14,9,0.37232
,,00043.566720,A1_33,16,0.37272
,,00043.558560,A1_34,79,0.39152
,,00043.565280,A1_43,33,0.37816
,,00044.231600,A4_32,31,0.13848
,,00044.253200,A4_21,7,0.11112
,,00044.299600,A4_41,6,0.0524
,,00044.236240,A4_22,10,0.07064
,,00044.497440,B1_33,27,0.0876
,,00044.505040,B1_32,24,0.07832
,,00044.508240,B1_42,11,0.07176
,,00044.285760,A4_12,6,0.12888
,,00044.604320,A4_32,13,0.03272
,,00044.597840,A4_22,6,0.02944
,,00044.691120,B6_14,43,0.18072
,,00044.688240,B6_33,12,0.13984
,,00044.688240,B6_23,17,0.18432
,,00044.687840,B6_34,14,0.12512
,,00044.671360,B6_44,25,0.22112
,,00044.957520,D3_21,7,0.07776
,,00044.975200,D3_11,5,0.01096
,,00044.744640,B6_11,25,0.18968
,,00046.363040,B5_44,18,0.202
,,00046.346880,B5_14,31,0.36
,,00046.344880,B5_12,14,0.36896
,,00046.337920,B5_13,35,0.37832
,,00046.340000,B5_21,69,0.38384
,,00047.070240,A3_41,6,0.03568
,,00047.075920,A3_21,15,0.0608
,,00047.048480,A3_31,18,0.07912
,,00047.037920,A3_11,12,0.0844
,,00047.045040,A3_14,34,0.1032
,,00047.080560,A3_33,5,0.01024
,,00047.047600,A3_34,17,0.09088
,,00047.069360,A3_32,16,0.07104
,,00047.041600,A3_44,33,0.10632
,,00047.068880,B6_14,5,0.01448
,,00047.064800,B6_33,6,0.01376
,,00047.066000,B6_23,8,0.0176
,,00047.066400,B6_34,5,0.0112
,,00047.317520,B2_41,7,0.02952
,,00047.038080,A3_12,23,0.112
,,00047.042160,A3_13,39,0.10992
,,00047.051840,A3_23,15,0.10112
,,00047.047920,A3_43,33,0.1056
,,00047.332160,B2_31,15,0.08664
,,00047.357280,B2_22,19,0.06776
,,00047.719600,D3_21,19,0.13848
,,00047.715680,D3_23,10,0.13064
,,00047.714960,D3_34,10,0.14848
,,00047.717440,D3_32,5,0.12344
,,00047.713440,D3_44,6,0.13568
,,00048.345200,C3_31,7,0.07768
,,00048.930880,A5_14,6,0.11376
,,00048.950880,A5_21,13,0.09584
,,00048.977360,B6_23,5,0.01152
,,00048.976160,B6_34,5,0.01048
,,00049.255360,A5_21,9,0.11496
,,00049.689520,A5_21,5,0.09016
,,00049.747840,A2_21,49,0.20432
,,00049.760880,A2_11,36,0.17928
,,00049.871200,A2_12,12,0.06552
,,00049.772800,A2_13,25,0.16008
,,00049.772720,A2_14,21,0.1628
,,00049.741120,A2_33,42,0.20288
,,00049.738400,A2_34,51,0.29296
,,00049.736160,A2_32,35,0.21104
,,00049.873520,A2_43,7,0.06344
,,00049.773920,A2_44,30,0.17256
,,00049.747360,A2_42,25,0.19624
,,00050.201040,C3_31,5,0.0592
,,00050.371680,C3_31,7,0.10856
,,00051.618000,A3_41,9,0.09688
,,00051.628240,A3_21,20,0.09568
,,00051.595040,A3_31,27,0.1256
,,00051.584560,A3_11,13,0.13576
,,00051.596080,A3_12,26,0.12728
,,00051.588880,A3_13,48,0.13928
,,00051.598160,A3_23,23,0.12304
,,00051.589760,A3_14,45,0.1276
,,00051.594000,A3_34,20,0.12112
,,00051.596720,A3_32,25,0.1244
,,00051.595440,A3_44,46,0.12728
,,00051.595440,A3_43,43,0.13328
,,00051.705600,B6_14,5,0.00968
