Investigator,Maddy,Time (s),Electrode,Size (spikes),Duration (s)
,,10849.674160,A3_12,33,0.15232
,,10849.676240,A3_13,51,0.15352
,,10849.695280,A3_23,9,0.12016
,,10849.677040,A3_14,46,0.15056
,,10849.678400,A3_24,51,0.14264
,,10849.682320,A3_34,26,0.1372
,,10849.718400,A3_32,29,0.10312
,,10849.686560,A3_44,51,0.15008
,,10849.685360,A3_43,49,0.1496
,,10849.582800,D5_44,5,0.0876
,,10850.001760,B3_43,5,0.02456
,,10850.039680,D5_44,8,0.10152
,,10850.320400,C2_12,5,0.01168
,,10850.321200,C2_14,13,0.08408
,,10850.885040,C1_23,10,0.07416
,,10850.886400,C1_33,27,0.07408
,,10850.876400,C1_43,31,0.09184
,,10851.078880,A2_21,5,0.0244
,,10851.020000,A5_13,16,0.1052
,,10851.014720,A5_21,12,0.0964
,,10850.981200,D5_44,7,0.10152
,,10851.010880,A5_14,5,0.19032
,,10851.243840,A6_11,5,0.01408
,,10851.243200,A6_21,9,0.03336
,,10851.240960,A6_22,6,0.01424
,,10851.392320,A2_21,8,0.16928
,,10851.453760,B4_24,6,0.0164
,,10851.451440,B4_43,6,0.01304
,,10851.452000,D5_44,6,0.10144
,,10852.437760,D1_21,15,0.08808
,,10852.433040,D1_31,16,0.07792
,,10852.436400,D1_42,11,0.0764
,,10852.355280,A2_32,5,0.07152
,,10852.977040,B1_33,5,0.03512
,,10853.031120,B5_13,6,0.01792
,,10853.040720,B5_21,8,0.02
,,10853.402080,B6_33,5,0.01024
,,10853.397680,B6_44,6,0.01352
,,10853.991120,D1_24,6,0.01408
,,10854.199120,C1_23,8,0.02832
,,10854.187600,C1_33,19,0.06072
,,10854.175440,C1_43,24,0.07208
,,10854.881040,A2_34,6,0.0144
,,10854.864960,A2_33,6,0.03552
,,10855.131680,B2_31,9,0.182
,,10855.133520,B2_22,31,0.20128
,,10855.462400,B4_24,5,0.01128
,,10855.460240,B4_43,5,0.0136
,,10855.694240,B3_14,8,0.04392
,,10855.690880,B6_14,10,0.02704
,,10855.688240,B6_33,10,0.03728
,,10855.690480,B6_23,12,0.03504
,,10855.691600,B6_34,5,0.03304
,,10856.320400,B1_33,8,0.09488
,,10857.085280,A6_11,6,0.01904
,,10857.084720,A6_21,10,0.02256
,,10857.083520,A6_22,9,0.02424
,,10857.268400,C1_33,5,0.01128
,,10857.801680,A3_41,7,0.01768
,,10857.813440,A3_31,12,0.07464
,,10857.762800,A3_11,20,0.13088
,,10857.765120,A3_12,26,0.12808
,,10857.794720,A3_23,7,0.03552
,,10857.767840,A3_14,40,0.12744
,,10857.775440,A3_24,41,0.11712
,,10857.774000,A3_34,19,0.11
,,10857.809680,A3_32,26,0.08
,,10857.776640,A3_44,41,0.1204
,,10857.775280,A3_43,41,0.12136
,,10857.815680,A3_21,21,0.08504
,,10857.768560,A3_13,47,0.13512
,,10858.958960,B1_33,5,0.022
,,10859.263520,B3_21,25,0.09784
,,10859.261600,B3_31,33,0.09944
,,10859.263920,B3_12,16,0.07512
,,10859.258880,B3_23,7,0.02016
,,10859.255360,B3_14,26,0.07656
,,10859.256160,B3_33,21,0.06384
,,10859.255520,B3_24,9,0.0236
,,10859.257040,B3_34,21,0.0816
,,10859.260800,B3_32,26,0.08544
,,10859.252960,B3_44,15,0.09752
,,10859.256800,B3_42,26,0.09248
,,10859.254080,B3_43,34,0.26112
,,10859.652480,C2_14,7,0.0252
,,10859.653920,C2_34,11,0.15712
,,10860.077680,C3_21,9,0.07984
,,10860.490320,D1_24,6,0.01456
