Investigator,Maddy,Time (s),Electrode,Size (spikes),Duration (s)
,,00149.532000,D5_43,11,0.15592
,,00149.751040,A1_21,34,0.17984
,,00149.755680,A1_11,13,0.18072
,,00150.094240,A1_22,5,0.02096
,,00149.916560,A5_14,7,0.05328
,,00149.931040,A5_13,8,0.04664
,,00149.924320,A5_32,21,0.10728
,,00149.927280,A5_21,17,0.10224
,,00149.922720,A5_41,6,0.09512
,,00149.517520,D5_22,39,0.39496
,,00150.105040,A1_41,14,0.06792
,,00150.100160,A1_31,14,0.06952
,,00150.094160,A1_11,11,0.07344
,,00150.097840,A1_12,5,0.06664
,,00150.282560,A1_12,6,0.09296
,,00150.281440,A1_22,5,0.04816
,,00150.092560,A1_14,6,0.08304
,,00150.086080,A1_33,9,0.08416
,,00150.096560,A1_43,7,0.06952
,,00150.110080,A1_44,7,0.06616
,,00150.284720,A1_31,12,0.15736
,,00150.568000,A1_31,8,0.07936
,,00150.281600,A1_11,11,0.16024
,,00150.564480,A1_11,5,0.07576
,,00150.565280,A1_12,5,0.07768
,,00150.086320,A1_13,74,0.36616
,,00150.563760,A1_22,5,0.07976
,,00150.273200,A1_33,9,0.16128
,,00150.281600,A1_43,7,0.14576
,,00150.280720,A1_44,16,0.17112
,,00150.288320,A1_41,49,0.47728
,,00150.091040,A1_21,122,0.67984
,,00150.559040,A1_13,24,0.20344
,,00150.082640,A1_23,108,0.67952
,,00150.558160,A1_33,6,0.18904
,,00150.080640,A1_34,142,0.67848
,,00150.558800,A1_44,13,0.19408
,,00151.269120,B5_21,7,0.02568
,,00151.178640,B6_14,6,0.05512
,,00151.208560,B6_33,9,0.02864
,,00151.209520,B6_23,9,0.02816
,,00151.210160,B6_34,5,0.0272
,,00151.605680,D1_24,7,0.01472
,,00151.732640,C1_11,5,0.01424
,,00152.831360,D3_24,6,0.01896
,,00152.748000,B4_24,8,0.06064
,,00152.745440,B4_43,8,0.03032
,,00153.339600,B1_33,5,0.02456
,,00155.025760,D3_24,5,0.07704
,,00154.944640,D6_44,41,0.1336
,,00155.521120,B6_14,20,0.10632
,,00155.541520,B6_11,6,0.03768
,,00155.517280,B6_33,21,0.11456
,,00155.521280,B6_23,19,0.05272
,,00155.518880,B6_34,15,0.06296
,,00155.520400,B6_24,5,0.03752
,,00155.517840,B6_44,32,0.14752
,,00156.480000,B2_22,7,0.08872
,,00156.708080,B2_22,6,0.02328
,,00157.615840,D1_33,7,0.03136
,,00157.618080,D1_34,5,0.02776
,,00157.474080,B5_12,6,0.0168
,,00157.468400,B5_21,7,0.02944
,,00157.617520,D1_24,18,0.04864
,,00158.294320,A2_34,5,0.0508
,,00158.265520,A6_12,16,0.07176
,,00158.260400,A6_11,24,0.08256
,,00158.265520,A6_42,18,0.07432
,,00158.274880,A6_43,5,0.05896
,,00158.267440,A6_32,10,0.06656
,,00158.259440,A6_21,34,0.0944
,,00158.268160,A6_31,15,0.06432
,,00158.257840,A6_22,31,0.08888
,,00158.404800,D3_21,8,0.01952
,,00158.406480,D3_24,5,0.01216
,,00158.404640,D3_32,5,0.01208
,,00158.496560,B4_24,5,0.01112
,,00158.480880,B4_43,8,0.02704
,,00158.640480,A6_12,40,0.2796
,,00159.023440,A6_12,12,0.1232
,,00158.637520,A6_11,37,0.27912
,,00159.023520,A6_11,12,0.12168
,,00158.650400,A6_42,24,0.27392
,,00159.028800,A6_42,8,0.11552
,,00158.648720,A6_43,28,0.27712
,,00158.764960,A6_32,6,0.14864
,,00158.645520,A6_31,20,0.27024
,,00159.034160,A6_43,8,0.11656
,,00158.635520,A6_21,82,0.51648
,,00158.640160,A6_22,90,0.51016
,,00159.415040,A6_12,6,0.01368
,,00159.410160,A6_11,7,0.01656
,,00159.416320,A6_42,5,0.01312
,,00159.423520,A6_43,5,0.01288
,,00159.408560,A6_21,11,0.02872
,,00159.408800,A6_22,10,0.02744
,,00159.745200,D1_33,8,0.03568
,,00159.746880,D1_24,14,0.0368
,,00159.747120,D1_34,5,0.0296
,,00159.882640,C4_21,6,0.04992
,,00159.982160,D4_14,8,0.09624
,,00159.976560,D4_13,8,0.0832
,,00160.059840,D4_34,5,0.02408
,,00160.046000,D4_42,16,0.07224
,,00160.053360,D4_43,12,0.04424
,,00159.934400,D4_32,30,0.18496
,,00159.807680,A6_12,21,0.1164
,,00159.797120,A6_11,18,0.12656
,,00159.808800,A6_42,19,0.1148
,,00159.812400,A6_43,21,0.11392
,,00159.806800,A6_32,11,0.11656
,,00159.795360,A6_21,39,0.15592
,,00159.806720,A6_31,11,0.11688
,,00159.796080,A6_22,42,0.15504
,,00160.404560,D3_24,6,0.01272
,,00160.601760,B3_22,6,0.01424
,,00160.596720,B3_23,10,0.04352
,,00160.596320,B3_33,16,0.04056
,,00160.596720,B3_24,8,0.05008
,,00160.592080,B3_44,18,0.05768
,,00160.597440,B3_42,19,0.05224
,,00160.291360,A6_12,22,0.1844
,,00160.291120,A6_11,20,0.18296
,,00160.299520,A6_42,12,0.1796
,,00160.304080,A6_43,10,0.18016
,,00160.290880,A6_32,10,0.18008
,,00160.280000,A6_21,38,0.2
,,00160.295360,A6_31,13,0.17928
,,00160.280320,A6_22,43,0.21232
,,00160.602800,B3_21,11,0.05168
,,00160.600880,B3_31,20,0.06656
,,00160.605520,B3_11,5,0.05344
,,00160.603520,B3_12,19,0.06096
,,00160.595120,B3_14,16,0.06888
,,00160.595040,B3_34,21,0.0604
,,00160.597200,B3_32,19,0.06464
,,00160.593840,B3_43,24,0.0692
,,00161.011360,B1_33,13,0.05592
,,00161.033040,B1_32,7,0.01664
,,00162.027360,D1_24,7,0.0156
,,00162.072640,A3_21,20,0.12056
,,00162.077040,A3_31,16,0.11144
,,00162.071360,A3_11,17,0.12008
,,00162.069920,A3_12,29,0.12704
,,00162.061360,A3_13,37,0.14016
,,00162.065920,A3_23,11,0.12336
,,00162.064240,A3_14,34,0.13112
,,00162.069520,A3_24,35,0.12968
,,00162.069120,A3_34,17,0.1252
,,00162.068800,A3_32,17,0.12448
,,00162.067440,A3_44,42,0.1348
,,00162.072800,A3_43,40,0.12656
,,00162.350480,A3_41,6,0.1252
,,00162.343760,A3_21,12,0.13712
,,00162.346000,A3_31,8,0.1312
,,00162.322400,A3_11,12,0.15336
,,00162.337840,A3_12,15,0.13776
,,00162.343600,A3_13,25,0.13664
,,00162.343760,A3_23,9,0.12736
,,00162.347200,A3_14,19,0.12792
,,00162.348800,A3_24,23,0.1344
,,00162.350400,A3_34,12,0.11976
,,00162.346480,A3_32,12,0.12848
,,00162.348560,A3_44,25,0.1332
,,00162.348480,A3_43,30,0.13552
,,00162.616560,B4_33,6,0.01312
,,00162.614560,B4_43,6,0.01736
,,00162.435440,B6_44,6,0.04264
,,00162.644480,C2_11,10,0.10608
,,00162.602880,A3_21,7,0.07888
,,00162.602480,A3_31,6,0.07992
,,00162.601760,A3_11,8,0.08528
,,00162.603040,A3_12,9,0.08432
,,00162.600000,A3_13,10,0.08632
,,00162.598080,A3_14,12,0.0932
,,00162.596000,A3_24,12,0.0916
,,00162.595840,A3_34,6,0.08544
,,00162.600400,A3_32,7,0.0792
,,00162.591120,A3_44,16,0.10224
,,00162.597520,A3_43,16,0.09816
,,00162.616800,B4_24,8,0.04888
,,00162.989520,C3_21,12,0.08704
,,00163.246080,D3_32,6,0.1112
,,00163.013520,C3_24,58,0.35856
,,00163.723280,D1_24,12,0.04688
,,00164.208480,B6_14,9,0.03544
,,00164.198880,B6_33,15,0.07512
,,00164.204080,B6_23,10,0.03096
,,00164.200640,B6_34,7,0.02808
,,00164.207280,B6_44,6,0.0276
,,00165.069920,A2_21,5,0.01224
,,00164.989680,D3_21,5,0.0112
,,00164.974640,D3_24,11,0.0264
,,00165.168640,B2_41,5,0.04048
,,00165.098000,B6_14,5,0.0628
,,00165.627520,D1_24,8,0.02048
,,00165.668720,D1_31,6,0.02648
,,00165.916480,A2_33,6,0.01576
,,00165.917520,A2_34,7,0.046
,,00165.916400,A2_32,6,0.01528
,,00166.309200,C1_43,23,0.08248
,,00166.384800,C1_13,12,0.05016
,,00166.381920,C1_23,12,0.05344
,,00166.262640,C1_33,12,0.1384
,,00167.048960,D1_24,11,0.04112
,,00166.929200,D3_24,5,0.10416
,,00167.801760,B6_11,5,0.00984
,,00167.771840,B6_33,5,0.03384
,,00168.965760,D3_21,5,0.02016
,,00168.959280,D3_24,11,0.03128
,,00169.336080,D1_24,5,0.0096
,,00169.081840,C3_24,54,0.27192
,,00169.534400,B3_21,18,0.06992
,,00169.532480,B3_31,25,0.06792
,,00169.539840,B3_11,8,0.0408
,,00169.536880,B3_12,19,0.07184
,,00169.535200,B3_22,7,0.06056
,,00169.528320,B3_23,6,0.0164
,,00169.526320,B3_14,11,0.04392
,,00169.527680,B3_33,13,0.07792
,,00169.527280,B3_24,9,0.0708
,,00169.527840,B3_34,11,0.07072
,,00169.531840,B3_32,20,0.07472
,,00169.526960,B3_43,23,0.0876
,,00169.510000,B3_44,12,0.084
,,00169.531360,B3_42,18,0.0748
,,00169.719600,D1_21,5,0.07264
,,00171.085200,B6_14,13,0.05312
,,00171.082480,B6_33,14,0.04736
,,00171.083600,B6_23,12,0.0396
,,00171.084080,B6_34,10,0.04128
,,00171.049120,B6_44,7,0.08216
,,00171.389520,C1_33,7,0.11384
,,00171.463280,C1_43,11,0.03904
,,00171.484400,B5_21,8,0.0188
,,00172.602720,D5_43,10,0.20272
,,00172.591200,D5_22,31,0.22344
,,00173.705520,C2_14,16,0.11096
,,00174.349760,D3_24,8,0.01984
,,00174.387440,D1_21,6,0.07632
,,00174.384000,D1_31,5,0.078
,,00175.229680,D1_21,8,0.144
,,00175.241600,D1_31,5,0.12584
,,00175.619760,B5_21,5,0.01104
,,00175.681920,A2_34,5,0.09928
,,00175.809280,B4_43,7,0.01792
,,00175.983840,C1_11,8,0.11888
,,00175.984000,C1_13,19,0.10888
,,00175.893040,C1_43,34,0.10792
,,00175.898400,C1_44,9,0.07032
,,00176.052240,D4_14,5,0.04936
,,00176.081840,D4_34,9,0.05912
,,00176.053280,D4_42,8,0.05072
,,00176.045840,D4_43,21,0.0872
,,00176.042480,D4_32,29,0.09224
,,00176.036640,D1_21,5,0.19096
,,00176.110080,D1_31,6,0.11232
,,00175.871600,C1_23,41,0.496
,,00175.879200,C1_33,39,0.46496
,,00176.221280,B1_33,6,0.0452
,,00176.141680,D3_24,6,0.10944
,,00176.354080,A4_12,9,0.23136
,,00176.326720,A4_41,7,0.11528
,,00176.550000,A4_41,6,0.1804
,,00176.328000,A4_32,83,0.79448
,,00176.703680,A4_12,19,0.84568
,,00177.283360,A4_32,23,0.28992
,,00177.665360,D1_21,5,0.06144
,,00177.660480,D1_31,5,0.01016
,,00177.727840,A3_21,23,0.12456
,,00177.724320,A3_31,20,0.12712
,,00177.716080,A3_11,21,0.132
,,00177.716000,A3_12,22,0.13312
,,00177.719920,A3_13,43,0.13968
,,00177.725760,A3_23,11,0.1164
,,00177.718640,A3_14,36,0.13168
,,00177.724240,A3_24,39,0.12528
,,00177.724960,A3_34,17,0.1148
,,00177.725280,A3_32,24,0.12552
,,00177.720880,A3_44,44,0.134
,,00177.720640,A3_43,43,0.13584
,,00177.902800,D3_24,15,0.0848
,,00178.060880,A3_21,10,0.0684
,,00178.067280,A3_31,6,0.06816
,,00178.054640,A3_11,9,0.07464
,,00178.061360,A3_12,14,0.0728
,,00178.064080,A3_13,18,0.07592
,,00178.064240,A3_23,6,0.0612
,,00178.068320,A3_14,17,0.06472
,,00178.070480,A3_24,14,0.06384
,,00178.071840,A3_34,6,0.05152
,,00178.066800,A3_32,8,0.0648
,,00178.070000,A3_44,17,0.06744
,,00178.071120,A3_43,17,0.06928
,,00177.701120,A4_32,19,0.23416
,,00178.118800,C4_11,5,0.06904
,,00178.132320,C4_21,7,0.11584
,,00178.165040,C4_31,8,0.06824
,,00178.299120,A3_41,8,0.16296
,,00178.298960,A3_21,11,0.1684
,,00178.300640,A3_31,6,0.16336
,,00178.297360,A3_11,13,0.16832
,,00178.295840,A3_12,17,0.17056
,,00178.292320,A3_13,20,0.17304
,,00178.296640,A3_23,7,0.16504
,,00178.293200,A3_14,22,0.17208
,,00178.292800,A3_24,29,0.18272
,,00178.292400,A3_34,13,0.16784
,,00178.295840,A3_32,13,0.17136
,,00178.285040,A3_44,25,0.18504
,,00178.291200,A3_43,23,0.17376
,,00178.996480,A5_14,7,0.04144
,,00179.014320,A5_13,10,0.06224
,,00179.006400,A5_32,22,0.09792
,,00179.008560,A5_21,12,0.07248
,,00179.003920,B6_14,8,0.05272
,,00179.040160,B6_33,7,0.01568
,,00179.005520,B6_23,7,0.0516
,,00179.042000,B6_34,5,0.01304
,,00181.504720,C3_24,6,0.02
,,00181.432000,B6_33,13,0.17176
,,00181.483760,B6_34,5,0.01144
,,00181.867440,D3_24,5,0.01264
,,00181.709760,B6_33,8,0.11456
,,00181.709760,B6_34,9,0.11216
,,00181.458160,B6_44,45,0.36272
,,00182.009840,D3_21,22,0.07904
,,00182.033040,D3_23,11,0.038
,,00181.982640,D3_33,22,0.0868
