Investigator,Maddy,Time (s),Electrode,Size (spikes),Duration (s)
,,04760.933360,A3_11,22,0.1296
,,04760.936240,A3_12,34,0.13776
,,04760.937440,A3_13,44,0.13512
,,04760.947360,A3_23,15,0.11656
,,04760.936640,A3_14,39,0.13456
,,04760.941120,A3_34,27,0.12728
,,04760.948800,A3_32,22,0.11664
,,04760.942560,A3_44,40,0.13072
,,04760.942400,A3_43,45,0.12952
,,04761.407600,B6_14,44,0.13016
,,04761.425520,B6_12,16,0.07144
,,04761.430000,B6_11,37,0.102
,,04761.402480,B6_33,34,0.11776
,,04761.406000,B6_23,42,0.1136
,,04761.404400,B6_34,29,0.12744
,,04761.406880,B6_24,5,0.03704
,,04761.404800,B6_42,6,0.0536
,,04761.408160,B6_43,6,0.052
,,04761.402320,B6_44,25,0.11896
,,04761.407520,B6_21,8,0.10384
,,04761.411280,B6_22,19,0.10368
,,04761.659520,D3_21,9,0.0464
,,04761.658160,D3_23,6,0.01832
,,04762.066160,B5_14,21,0.186
,,04762.059120,B5_12,13,0.20888
,,04762.055040,B5_13,30,0.21648
,,04762.077280,B5_44,17,0.1924
,,04762.057200,B5_21,54,0.24472
,,04762.066720,B5_31,14,0.21472
,,04762.500560,A1_12,5,0.01216
,,04762.499120,A1_24,13,0.12408
,,04762.612160,A1_41,46,0.24512
,,04762.615040,A1_21,68,0.2524
,,04762.613520,A1_31,40,0.23448
,,04762.614240,A1_11,41,0.24616
,,04762.614400,A1_12,30,0.16704
,,04762.499120,A1_13,76,0.37416
,,04762.500720,A1_22,39,0.34328
,,04762.486320,A1_23,73,0.38816
,,04762.486160,A1_14,39,0.37928
,,04762.499920,A1_33,33,0.35408
,,04762.734720,A1_24,6,0.02808
,,04762.616080,A1_32,19,0.27888
,,04762.616320,A1_43,29,0.25376
,,04762.616240,A1_42,15,0.15632
,,04762.706880,B2_31,23,0.11776
,,04762.716640,B2_22,24,0.12064
,,04762.699760,B2_42,11,0.1088
,,04763.063440,A1_14,14,0.05024
,,04763.063680,A1_24,5,0.0392
,,04762.941120,D4_14,5,0.0268
,,04763.069920,A1_41,14,0.1372
,,04763.362080,A1_41,6,0.02016
,,04763.069920,A1_21,32,0.1504
,,04763.347760,A1_21,12,0.03184
,,04763.070080,A1_31,17,0.13872
,,04763.356560,A1_31,5,0.01056
,,04763.071120,A1_11,19,0.1436
,,04763.348320,A1_11,7,0.0176
,,04763.064400,A1_12,21,0.15064
,,04763.357040,A1_12,6,0.01632
,,04763.058800,A1_13,36,0.16776
,,04763.362320,A1_13,9,0.02336
,,04763.070240,A1_22,19,0.15184
,,04763.356480,A1_22,6,0.01832
,,04763.069520,A1_23,35,0.16088
,,04763.358720,A1_23,10,0.02408
,,04763.069520,A1_33,18,0.15096
,,04762.499520,A1_34,126,0.89472
,,04763.069760,A1_32,7,0.13632
,,04763.070720,A1_43,9,0.15176
,,04763.559200,A1_41,6,0.01696
,,04763.535200,A1_21,15,0.04456
,,04763.557680,A1_31,5,0.01032
,,04763.549920,A1_11,7,0.01688
,,04763.557680,A1_12,6,0.01496
,,04763.556480,A1_13,10,0.07704
,,04763.554320,A1_22,6,0.01608
,,04763.553440,A1_23,13,0.03264
,,04763.559760,A1_34,12,0.02936
,,04763.705600,D4_14,11,0.10144
,,04763.701120,D4_13,15,0.11504
,,04763.714720,D4_34,10,0.06592
,,04763.701680,D4_42,25,0.09792
,,04763.674560,D4_43,27,0.1348
,,04763.681680,D4_32,44,0.11936
,,04763.879680,A1_41,9,0.0464
,,04763.792400,A1_21,20,0.12872
,,04763.879920,A1_31,12,0.03144
,,04763.883040,A1_11,8,0.0264
,,04763.885360,A1_12,7,0.0208
,,04763.886480,A1_13,11,0.03448
,,04763.893760,A1_22,7,0.01712
,,04763.881680,A1_23,15,0.04656
,,04763.778400,A1_43,5,0.26552
,,04764.200720,A1_41,10,0.046
,,04764.152000,A1_21,18,0.09024
,,04764.206080,A1_31,10,0.02584
