Investigator,Maddy,Time (s),Electrode,Size (spikes),Duration (s)
   File Name,Baseline_WT hippocampal culture_8DIV_11-04-2023(000).raw,00018.298800,A6_11,25,0.30184
   Plate Type,CytoView MEA 24,00022.340720,A6_21,13,0.13096
   Requested File Section,0s to 9m58s,00022.340960,A6_22,8,0.12776
   Actual File Section Run,0s to 9m58s,00023.939760,A4_32,8,0.17296
   Recording Offset from File Start,0s,00023.818880,A6_22,6,0.23488
,,00024.877520,A2_21,6,0.04824
Spike Detector Settings,,00024.886720,A2_33,7,0.0236
   Method,Adaptive Threshold Crossing,00024.883520,A2_34,5,0.01864
   Threshold,6,00025.236080,A2_33,5,0.0188
   Threshold Status,Variable,00025.974480,A6_21,22,0.29256
   Threshold Crossing Only,True,00025.905760,A6_22,12,0.34448
   Pre-Spike Duration,0.84 ms,00027.311440,B3_32,7,0.04408
   Post-Spike Duration,2.16 ms,00027.325280,B3_43,5,0.0516
   Coincident Event Filter,Default (Well),00028.910800,A6_22,8,0.18016
   Coincidence Occurrence Threshold,4 Electrodes,00030.916960,B6_14,12,0.37592
   Coincidence Event Window,160 µs,00031.875840,A6_22,5,0.0404
   Allow Sample Overlap,false,00033.185040,A6_22,6,0.13
   Spike Count Interval,1 s,00033.638480,A6_21,14,0.0936
,,00037.740320,B3_32,7,0.09104
Burst Detector Settings,,00037.741680,B3_43,11,0.1156
   Burst Detection Algorithm,Inter-Spike Interval (ISI) Threshold,00037.769120,B3_42,5,0.06672
   Maximum Inter-Spike Interval,100 ms,00038.798480,A1_23,6,0.05592
   Minimum Number of Spikes,5,00039.322800,B6_33,6,0.042
   Enable Network Burst Detection,True,00040.643200,A6_21,5,0.06488
   Maximum Inter-Spike Interval (network bursts),100 ms,00042.892880,A3_13,6,0.0432
   Minimum Number of Spikes (network bursts),50,00044.369120,A6_21,17,0.17616
   Minimum Participating Electrodes (%),35,00044.651040,A6_22,9,0.24816
   Synchrony Window,20 ms,00045.009520,B3_43,6,0.11192
,,00044.695040,A6_21,9,0.29232
,,00045.532400,A3_43,6,0.0844
,,00045.467840,A3_44,24,0.31808
,,00045.581600,A3_13,32,0.45752
,,00046.215520,A6_22,6,0.12096
,,00046.284240,B6_33,6,0.10016
,,00048.078880,B3_43,7,0.12456
,,00047.976960,A6_22,9,0.20168
,,00048.816800,B6_33,6,0.1564
,,00050.081840,A2_33,5,0.066
,,00049.024800,C1_23,32,1.34192
,,00050.046560,B6_33,8,0.17344
,,00050.698000,A4_32,7,0.14952
,,00050.926240,B6_14,7,0.07568
,,00050.979360,A6_21,29,0.22608
,,00051.019760,A6_22,12,0.27024
,,00051.466640,B4_43,9,0.13016
,,00052.504080,B6_33,5,0.03776
,,00053.096800,B3_43,5,0.01696
,,00053.070240,B6_14,10,0.24184
,,00053.470960,B3_44,8,0.17296
,,00053.534320,B3_14,5,0.11872
,,00053.446640,B3_32,24,0.20544
,,00053.262320,B3_43,37,0.4164
,,00053.853360,B3_44,5,0.03376
,,00053.447120,B3_42,22,0.20296
,,00053.787280,B3_32,13,0.13408
,,00053.789680,B3_43,8,0.1332
,,00053.787440,B3_42,10,0.11808
,,00055.195520,A6_22,5,0.04296
,,00055.430640,B6_33,6,0.02408
,,00056.108960,A6_22,5,0.06896
,,00057.109040,A2_34,6,0.09056
,,00059.196560,A6_22,5,0.07736
,,00060.302800,B6_14,5,0.11112
,,00061.674640,B4_43,7,0.25016
,,00064.515440,B6_33,6,0.0224
,,00064.807760,B3_14,5,0.09024
,,00066.027680,B6_33,7,0.11096
,,00066.142080,A6_22,10,0.11048
,,00067.060240,A2_33,5,0.01904
,,00067.190320,C2_11,6,0.14672
,,00067.156240,C2_31,18,0.35848
,,00067.374560,A2_33,8,0.07912
,,00067.760480,A6_22,7,0.17576
,,00068.184160,A1_21,44,0.2148
,,00068.192240,A6_21,6,0.18536
,,00068.222960,B6_33,6,0.1068
,,00068.330400,A1_23,7,0.1636
,,00068.537680,B1_33,11,0.17288
,,00068.470720,B1_32,10,0.38328
,,00068.818160,B1_33,8,0.28416
,,00069.784560,A6_22,12,0.25584
,,00070.391440,A2_21,7,0.09264
,,00071.006960,B6_14,11,0.2508
,,00071.512160,B3_43,5,0.03296
,,00071.817520,A6_22,7,0.0784
,,00072.565600,B6_33,7,0.1372
,,00072.767200,A6_22,6,0.14848
,,00073.998160,A6_21,40,0.21832
,,00073.996800,A6_22,16,0.21504
,,00077.334400,A2_34,5,0.022
,,00077.343920,A2_33,6,0.07816
,,00077.436560,B6_33,5,0.02464
,,00077.615920,A6_22,5,0.03512
,,00077.643840,B6_33,5,0.19504
,,00077.981680,A6_22,6,0.11936
,,00079.262480,B3_43,7,0.12872
,,00079.024320,A6_22,15,0.34464
,,00079.139840,A6_21,23,0.38384
,,00080.531040,B3_43,5,0.02568
,,00081.912720,B6_33,9,0.07768
,,00082.132240,A2_21,5,0.0568
,,00082.136160,A2_33,8,0.03232
,,00082.132080,A2_34,6,0.0232
,,00082.350960,A2_33,7,0.08168
,,00082.304080,A2_34,7,0.10064
,,00082.550240,B4_43,6,0.11208
,,00082.621360,A6_22,7,0.2212
,,00084.724000,B6_14,14,0.32032
,,00086.789200,B6_33,7,0.01864
,,00087.325280,B4_43,10,0.18552
,,00088.161280,A2_33,6,0.01824
,,00088.846000,B6_33,5,0.0184
,,00087.842240,C1_23,25,1.09824
,,00088.904800,A6_22,5,0.024
,,00090.390880,A6_22,7,0.19112
,,00091.228400,C2_12,5,0.08008
,,00092.063120,A6_22,8,0.06856
,,00092.496400,A2_33,5,0.03
,,00092.849120,A6_22,11,0.13936
,,00095.349680,A6_22,9,0.26752
,,00096.302960,B6_33,14,0.16576
,,00096.327520,B6_34,5,0.12896
,,00096.813920,B3_32,6,0.06408
,,00100.041680,A2_33,6,0.11424
,,00101.121120,A1_23,7,0.10032
,,00102.894160,B6_33,5,0.01728
,,00103.751040,A2_34,6,0.15992
,,00103.758400,A6_21,10,0.40808
,,00104.158080,A6_22,7,0.05736
,,00104.297360,B6_33,5,0.01624
,,00104.430320,A6_21,22,0.19832
,,00104.405120,A6_22,21,0.15096
,,00106.990240,B4_43,11,0.2072
,,00107.930320,B6_33,5,0.02584
,,00109.801440,C3_12,5,0.08016
,,00109.862320,B6_33,7,0.04392
,,00110.678000,A4_32,8,0.21432
,,00111.322960,C2_12,5,0.0236
,,00111.151600,A2_34,5,0.10616
,,00111.578720,B3_32,6,0.0276
,,00111.346800,A6_22,7,0.17784
,,00111.908960,A6_21,6,0.07504
,,00111.874720,A6_22,6,0.12968
,,00112.091520,A6_21,10,0.22
,,00112.174640,A6_22,8,0.1976
,,00113.623840,B3_14,10,0.08936
,,00116.648720,C3_12,14,0.28568
,,00117.034720,C3_12,8,0.3852
,,00117.654320,A1_23,5,0.11464
,,00119.092080,B6_14,6,0.1544
,,00119.442640,A2_33,9,0.06552
,,00119.438560,A2_34,7,0.08048
,,00121.434800,A6_22,5,0.21176
,,00121.780080,B6_33,6,0.02248
,,00123.251360,A6_22,6,0.22664
,,00125.092000,B3_32,5,0.02568
,,00125.329440,B6_33,6,0.0952
,,00126.466240,B6_14,10,0.24368
,,00127.124880,A6_22,6,0.12192
,,00128.075520,A2_33,7,0.04384
,,00127.966880,B4_43,5,0.02912
,,00128.565440,A6_21,10,0.29056
,,00130.069120,A6_21,13,0.28656
,,00130.073520,A6_22,10,0.26728
,,00132.632400,A6_22,5,0.11048
,,00133.113440,A6_21,14,0.16608
,,00133.139840,A6_22,7,0.124
,,00133.948160,A2_33,7,0.09336
,,00134.158000,B4_43,7,0.31424
,,00137.061200,B6_33,6,0.02304
,,00137.190160,A1_21,25,0.11032
,,00137.279200,A1_23,11,0.0724
,,00138.206320,B6_33,5,0.03768
,,00138.570080,B6_14,7,0.09144
,,00139.638080,B3_32,5,0.01536
,,00139.597760,B3_43,8,0.07184
,,00139.837520,A3_44,17,0.25328
,,00140.084880,A3_13,5,0.08656
,,00140.718480,A6_22,8,0.184
,,00142.984880,A6_21,5,0.04096
,,00142.901600,A6_22,7,0.13552
,,00143.515440,A1_23,6,0.20528
,,00143.596960,A6_21,9,0.1252
,,00143.571360,A6_22,10,0.18
,,00145.474480,A6_22,6,0.22656
,,00146.569120,A2_33,6,0.0456
,,00147.813280,A2_33,5,0.01208
,,00147.657520,C1_23,34,1.176
,,00149.013600,B6_33,6,0.16808
,,00150.596240,A6_21,22,0.29216
,,00150.665600,A6_22,10,0.21608
,,00151.188960,A2_34,5,0.08248
,,00153.009440,A6_22,7,0.08472
,,00154.352560,B3_32,6,0.14128
,,00154.371760,B3_43,6,0.124
,,00155.285600,A2_21,10,0.05384
,,00155.327360,A2_33,10,0.0548
,,00155.195920,A6_22,5,0.03768
,,00155.798640,B3_14,7,0.196
,,00155.703360,B3_32,45,0.38848
,,00155.735760,B3_44,16,0.3708
,,00155.703840,B3_42,31,0.35912
,,00156.105680,B3_14,5,0.17072
,,00156.205520,B3_32,5,0.02448
,,00155.619920,B3_43,53,0.65784
,,00158.471360,A6_22,5,0.12464
,,00159.730560,A2_21,5,0.01256
,,00159.881280,A6_21,16,0.21056
,,00159.847520,A6_22,8,0.23224
,,00160.482080,B6_33,5,0.16384
,,00162.189920,A2_21,5,0.1068
,,00163.339600,A6_21,6,0.23568
,,00163.547360,B4_43,8,0.11016
,,00163.766400,A1_21,43,0.24776
,,00163.908480,A1_23,8,0.12688
,,00165.575840,A6_22,6,0.22664
,,00166.578080,B6_33,5,0.01272
,,00167.317040,B1_32,5,0.09712
,,00167.635280,B6_33,7,0.05608
,,00168.114400,A6_22,5,0.20888
,,00168.532800,B6_14,11,0.29304
,,00170.110560,B4_43,6,0.11952
,,00171.925840,B3_14,5,0.1588
,,00171.802320,B3_32,34,0.41864
,,00171.804720,B3_43,42,0.38208
,,00171.876080,B3_44,10,0.30456
,,00171.802800,B3_42,32,0.39088
,,00172.108400,B6_33,8,0.0808
,,00173.465600,A2_33,7,0.07032
,,00173.466240,A2_34,5,0.10288
,,00173.439360,B6_33,5,0.03808
,,00174.136400,A2_21,8,0.0772
,,00174.083520,A2_11,5,0.09848
,,00174.175520,A2_33,6,0.02096
,,00174.145760,A2_34,5,0.0588
,,00174.695040,B6_33,5,0.01744
,,00174.816960,A6_22,7,0.13408
,,00175.751040,A4_32,8,0.18032
,,00175.999520,B6_33,6,0.02968
,,00178.294640,A6_22,5,0.01928
,,00179.461600,B1_32,8,0.10976
,,00179.422560,A6_21,15,0.08392
,,00179.413680,A6_22,5,0.08696
,,00179.970880,C2_31,5,0.10336
,,00180.104720,B3_32,6,0.07208
,,00181.478960,A2_34,5,0.08064
,,00181.685680,C2_31,8,0.08024
,,00183.812720,A2_21,6,0.0564
,,00183.977440,C2_31,5,0.03264
,,00184.019920,A6_22,7,0.07416
,,00184.305760,A6_21,22,0.1972
,,00184.196480,A6_22,13,0.2344
,,00184.649120,A6_22,5,0.16096
,,00184.575200,B6_14,6,0.17336
,,00184.616400,B6_33,14,0.11312
,,00186.853920,B6_14,10,0.31832
,,00188.143600,A6_22,7,0.20336
,,00188.601680,A6_22,5,0.04344
,,00188.169360,A6_21,17,0.49544
,,00189.658080,B6_33,6,0.08736
,,00192.764000,D1_42,5,0.0552
,,00195.092080,A6_21,31,0.4292
,,00195.232480,A6_22,13,0.2028
,,00195.848960,A6_22,6,0.10472
,,00196.594080,A3_13,6,0.05976
,,00196.631680,B6_14,9,0.20104
,,00196.781200,A3_13,37,0.43008
,,00196.958080,A3_44,19,0.4404
,,00197.205840,A6_22,6,0.0816
,,00197.414480,A6_22,6,0.04928
,,00202.200880,B3_32,6,0.02464
,,00202.182720,B3_43,7,0.06096
,,00203.426640,A2_21,7,0.12952
,,00204.723920,B4_43,6,0.12808
,,00206.361840,A6_22,6,0.136
,,00208.321920,C2_31,5,0.06344
,,00207.553520,B4_43,15,0.6328
,,00208.806240,C2_31,10,0.3116
,,00208.994400,B6_33,5,0.01544
,,00209.182480,A6_22,5,0.15648
,,00209.414560,C2_31,5,0.03136
,,00209.846480,C2_31,7,0.21992
,,00210.453360,A1_21,23,0.13312
,,00210.956080,A6_22,5,0.04848
,,00211.655120,B6_33,7,0.04928
,,00211.906400,C2_31,17,0.266
,,00212.825280,A6_22,5,0.01576
,,00214.706480,A6_22,6,0.1372
,,00214.930400,A6_21,10,0.14728
,,00214.971280,A6_22,7,0.18136
,,00215.693760,B3_43,5,0.06232
,,00216.868080,A6_22,6,0.04312
,,00216.961040,B6_33,5,0.0268
,,00217.112480,B6_14,16,0.51184
,,00217.993280,B3_32,6,0.06016
,,00217.981600,B3_43,10,0.11536
,,00219.479760,B6_33,6,0.11584
,,00220.360720,B3_14,19,0.1508
,,00221.782400,B6_33,7,0.02808
,,00223.390960,B3_32,27,0.23328
,,00223.338320,B3_44,8,0.28664
,,00223.415360,B3_42,21,0.21672
,,00223.541680,B6_33,6,0.03056
,,00223.554640,B3_14,10,0.22536
,,00223.793520,B3_32,27,0.33368
,,00223.794640,B3_42,19,0.30696
,,00223.966240,B3_14,6,0.19264
,,00223.353600,B3_43,54,0.79736
,,00223.878000,B3_44,29,0.7204
,,00228.017440,B6_14,7,0.08512
,,00227.996560,B6_33,7,0.10824
,,00228.685600,C4_11,5,0.052
,,00228.766560,A6_22,7,0.09928
,,00229.057440,C4_11,8,0.21576
,,00229.974400,A6_11,5,0.07096
,,00230.018640,B6_33,6,0.12768
,,00230.013040,A6_21,21,0.33272
,,00230.174400,A6_22,9,0.10144
,,00230.585920,A6_11,8,0.25736
,,00231.298320,B4_43,6,0.06552
,,00231.427840,B1_32,9,0.22088
,,00231.459360,B6_33,5,0.02064
,,00232.765200,A6_11,5,0.15184
,,00232.837840,B6_33,6,0.06744
,,00233.703920,A6_21,38,0.31096
,,00233.774000,A6_22,19,0.25968
,,00234.147600,A2_33,5,0.0788
,,00236.488800,B6_14,8,0.10768
,,00236.478480,B6_33,13,0.11504
,,00236.496240,B6_34,5,0.06064
,,00239.105920,B6_14,11,0.23544
,,00240.304160,A2_21,6,0.098
,,00240.382160,A2_33,6,0.0272
,,00241.168960,A6_22,5,0.10016
,,00243.031360,A6_21,15,0.20416
,,00242.984720,A6_22,14,0.22624
,,00243.549840,A4_32,7,0.1604
,,00244.247040,B3_32,7,0.03712
,,00247.261360,A6_22,11,0.32128
,,00248.604080,A6_22,6,0.16672
,,00249.223440,B3_44,5,0.05392
,,00251.466400,A6_22,6,0.05648
,,00251.877520,A2_33,5,0.07984
,,00252.675680,A4_32,7,0.1644
,,00253.114880,A6_21,6,0.13256
,,00253.909760,A2_34,6,0.12568
,,00255.991840,B6_33,6,0.0216
,,00257.703760,A6_22,5,0.072
,,00256.853360,C1_23,35,1.23568
,,00258.717600,A6_21,9,0.14616
,,00258.676560,A6_22,7,0.18056
,,00258.824240,A1_21,25,0.11352
,,00258.876640,A1_23,5,0.13984
,,00259.596560,A3_13,33,0.4636
,,00259.713040,A3_44,18,0.24584
,,00259.742880,A3_43,6,0.2252
,,00262.375600,A1_21,45,0.24328
,,00262.580560,A1_23,5,0.02432
,,00262.380320,B6_33,5,0.04352
,,00262.655200,B4_43,15,0.3836
,,00263.770240,A6_21,12,0.18416
,,00263.749680,A6_22,8,0.29232
,,00264.236160,B6_14,11,0.28992
,,00264.997680,A2_11,6,0.07104
,,00265.031120,A2_33,6,0.07856
,,00266.377440,B3_42,19,0.15392
,,00266.335200,B3_32,45,0.49288
,,00266.645760,B3_44,6,0.09144
,,00266.779840,B3_14,7,0.15408
,,00266.943520,B3_32,5,0.02408
,,00266.358560,B3_43,62,0.62016
,,00266.891600,B3_44,10,0.23936
,,00266.636880,B3_42,22,0.3072
,,00267.841200,A2_34,5,0.15072
,,00267.839920,B4_34,5,0.12416
,,00267.924400,B4_33,9,0.3136
,,00267.864720,B4_43,43,0.5572
,,00268.803840,A6_21,17,0.18968
,,00268.835760,A6_22,5,0.13024
,,00270.705600,B6_33,5,0.02576
,,00270.862000,A3_13,5,0.09256
,,00271.745440,B6_33,9,0.224
,,00274.213920,A6_22,5,0.06568
,,00274.308320,B6_33,6,0.10192
,,00274.886640,A6_22,5,0.1136
,,00275.857280,A2_33,10,0.06928
,,00276.099040,A2_21,17,0.20984
,,00276.072240,A2_33,35,0.234
,,00276.099360,A2_34,26,0.32368
,,00277.004720,B6_33,8,0.08752
,,00277.148560,B6_14,8,0.1648
,,00278.271360,A6_22,11,0.13824
,,00278.856240,B6_33,7,0.04112
,,00280.405920,A6_21,6,0.05144
,,00280.689280,B6_33,5,0.04624
,,00282.995520,A6_21,7,0.05272
,,00283.816160,B3_43,5,0.12184
,,00284.687280,A2_14,5,0.086
,,00285.283200,A6_22,6,0.08872
,,00285.304800,B6_33,13,0.17
,,00286.304320,A6_21,40,0.18848
,,00286.301920,A6_22,11,0.17168
,,00286.941120,A3_13,7,0.07536
,,00287.167040,A3_13,17,0.074
,,00287.203040,A3_44,10,0.12416
,,00287.394080,A3_13,6,0.03208
,,00287.230080,A2_21,43,0.5
,,00287.253600,A2_33,49,0.39848
,,00287.262640,A2_34,15,0.4364
,,00287.697360,A3_13,5,0.0304
,,00288.081040,A2_21,9,0.05032
,,00288.088480,A2_33,7,0.03832
,,00288.086480,A2_34,6,0.03912
,,00287.892560,A3_13,6,0.13928
,,00288.245680,B6_14,14,0.31608
,,00289.452000,B6_33,5,0.02696
,,00290.581440,A6_22,5,0.04376
,,00292.585280,B6_33,7,0.07112
,,00292.831280,B3_43,6,0.10256
,,00295.818160,B6_33,6,0.02232
,,00296.862560,A2_33,5,0.01664
,,00297.864720,B6_33,5,0.01864
,,00298.600480,A6_22,10,0.12288
,,00300.905680,B3_32,5,0.01536
,,00300.908160,B3_43,7,0.06664
,,00301.531680,B3_43,6,0.12048
,,00301.754640,A6_21,7,0.09928
,,00302.988320,A6_22,7,0.09672
,,00304.367760,B6_33,6,0.04784
,,00305.010800,A2_33,8,0.0408
,,00305.007520,A2_34,6,0.05984
,,00307.580720,B6_33,6,0.0244
,,00307.676400,A6_22,7,0.18304
,,00307.427680,A6_21,15,0.53088
,,00307.988480,A1_21,47,0.29152
,,00308.060640,A1_23,13,0.204
,,00308.661840,A2_34,5,0.03152
,,00308.552000,B4_43,5,0.10952
,,00309.088160,A6_22,5,0.12296
,,00309.687520,B6_33,5,0.03936
,,00310.409520,B6_14,9,0.20944
,,00310.891520,B6_33,5,0.01896
,,00311.499600,A6_22,6,0.06824
,,00312.653360,B6_33,7,0.184
,,00314.431200,D1_24,5,0.0288
,,00316.582320,A6_22,5,0.11248
,,00317.152160,B6_33,6,0.08608
,,00318.097680,B3_32,8,0.06904
,,00318.119040,B3_43,5,0.03896
,,00319.355840,A6_22,7,0.1192
,,00319.517600,B4_43,11,0.14776
,,00321.491120,A2_21,5,0.09184
,,00321.296960,B6_33,7,0.1648
,,00322.066480,A6_22,6,0.0812
,,00322.857760,C2_12,5,0.0252
,,00323.715440,B6_33,5,0.05824
,,00324.071920,B4_43,14,0.32216
,,00324.360400,B4_33,7,0.22816
,,00324.223520,B4_34,6,0.27688
,,00324.498320,B4_43,23,0.41096
,,00325.317680,A6_22,5,0.1264
,,00325.403040,B6_14,6,0.10288
,,00325.377520,B6_33,21,0.2336
,,00325.685200,B3_43,5,0.09816
,,00327.090240,A6_22,5,0.03048
,,00327.226080,A6_21,19,0.1424
,,00327.256160,A6_22,9,0.17576
,,00328.363360,C1_23,36,1.43032
,,00330.013120,A3_13,8,0.0344
,,00330.419120,B6_33,5,0.0156
,,00330.535280,A6_22,12,0.20248
,,00330.931360,A6_22,6,0.1624
,,00331.605840,A6_22,8,0.12448
,,00331.287600,B6_14,13,0.44992
,,00331.837840,A6_22,5,0.08368
,,00331.916160,B6_33,6,0.06304
,,00332.208240,A6_21,103,0.41008
,,00332.204560,A6_22,57,0.34552
,,00333.889120,B6_33,7,0.0252
,,00335.059280,A6_22,5,0.13608
,,00336.518640,B6_33,7,0.03712
,,00336.542160,A6_21,8,0.24056
,,00337.285120,A3_13,12,0.11104
,,00337.281040,A3_44,14,0.2188
,,00337.400080,A3_43,6,0.10552
,,00337.910640,A6_22,5,0.20224
,,00338.975440,A4_32,6,0.09136
,,00339.588720,A1_23,5,0.05376
,,00339.586320,A1_21,29,0.15392
,,00339.628640,B3_32,11,0.17024
,,00339.617920,B3_43,14,0.1656
,,00339.652320,B3_42,6,0.1468
,,00339.802000,A6_21,7,0.15952
,,00340.320160,A2_34,5,0.0288
,,00344.009360,A6_21,14,0.3504
,,00343.968000,A6_22,15,0.32216
,,00344.523920,B6_33,5,0.02136
,,00344.650320,A2_33,7,0.04608
,,00344.598720,A2_34,10,0.20056
,,00344.893280,A1_23,5,0.22376
,,00345.707600,A6_22,6,0.07024
,,00347.434160,A6_22,8,0.06944
,,00347.844640,B6_33,5,0.09664
,,00348.395280,A6_21,38,0.27216
,,00348.434800,A6_22,14,0.23776
,,00350.968320,B6_33,6,0.03544
,,00351.914160,B6_33,8,0.0688
,,00351.989840,B6_34,5,0.062
,,00352.649120,B3_43,5,0.09488
,,00354.245280,B6_14,8,0.21248
,,00354.510400,A2_21,11,0.1616
,,00354.646320,A2_33,5,0.01936
,,00354.914000,B3_32,8,0.19568
,,00355.020240,B3_43,15,0.10696
,,00354.914320,B3_42,10,0.21984
,,00356.348880,B6_33,8,0.08192
,,00356.376400,B6_34,5,0.06168
,,00357.920960,A1_21,41,0.34672
,,00358.056160,A1_23,9,0.12648
,,00358.996960,A1_23,6,0.14808
,,00358.883680,B3_32,6,0.05672
,,00358.720640,A6_22,7,0.25064
,,00359.624160,A2_33,6,0.0908
,,00359.669280,A2_14,7,0.23208
,,00361.271440,A3_13,21,0.08744
,,00361.581840,A3_13,18,0.23216
,,00361.480160,A3_44,14,0.17384
,,00361.978000,A2_34,7,0.11968
,,00363.699040,B6_14,14,0.32376
,,00364.736720,A6_22,5,0.12344
,,00366.009360,B6_33,5,0.04064
,,00366.092720,C4_32,46,0.49008
,,00366.694160,C4_32,7,0.03472
,,00367.279920,A6_22,6,0.13432
,,00368.103520,B4_33,7,0.16144
,,00368.100720,B4_43,23,0.17064
,,00370.218320,A6_21,13,0.26992
,,00370.218400,A6_22,17,0.37856
,,00370.649840,A2_34,8,0.12136
,,00370.903360,B6_33,16,0.2344
,,00370.926000,B6_14,8,0.26336
,,00372.227840,A6_22,6,0.02872
,,00372.440800,C4_32,8,0.15768
,,00372.621520,A2_11,7,0.37024
,,00374.170240,B3_32,5,0.11784
,,00374.248640,B3_42,6,0.05768
,,00376.406000,B3_32,7,0.04344
,,00376.441280,B3_43,6,0.07408
,,00377.421840,B6_33,5,0.07808
,,00379.579760,A2_21,6,0.12608
,,00379.751920,A2_34,5,0.11848
,,00381.846960,A6_22,8,0.21544
,,00383.697680,A4_32,7,0.17248
,,00383.780800,A6_22,5,0.06784
,,00386.773200,C3_12,11,0.23328
,,00388.354720,B6_14,6,0.16016
,,00388.337280,B6_33,6,0.168
,,00388.349120,B6_34,6,0.1108
,,00388.831120,A2_21,5,0.05912
,,00388.686640,B6_33,14,0.16952
,,00389.481840,A1_21,5,0.06056
,,00390.507360,D1_42,5,0.13656
,,00391.400480,A2_33,5,0.10384
,,00391.965200,A2_33,5,0.02728
,,00393.949680,B6_14,7,0.14208
,,00394.975600,A3_13,15,0.0724
,,00395.286320,A3_44,10,0.08992
,,00395.083040,A6_21,7,0.14688
,,00395.255760,A3_13,18,0.34648
,,00397.568320,A6_21,7,0.07136
,,00397.436560,A6_22,6,0.20016
,,00398.247520,A2_34,5,0.218
,,00398.916640,A2_33,5,0.01208
,,00398.812560,B3_31,6,0.20264
,,00398.863760,B3_14,6,0.24376
,,00398.519760,B3_32,47,0.5876
,,00398.401440,B3_43,59,0.65752
,,00398.650720,B3_44,17,0.35752
,,00398.551200,B3_42,36,0.50424
,,00399.148320,B3_44,5,0.02184
,,00399.848560,A6_21,72,0.27232
,,00399.846240,A6_22,46,0.29888
,,00399.997760,B6_33,6,0.0896
,,00400.994640,A1_21,30,0.17472
,,00401.247680,B4_43,8,0.1116
,,00402.069920,B6_33,7,0.05096
,,00403.501920,B6_33,5,0.012
,,00406.767040,A6_22,7,0.10504
,,00406.858560,B6_33,7,0.09704
,,00407.647360,C2_12,6,0.12224
,,00408.009920,A6_21,10,0.108
,,00407.145280,C1_23,25,1.05056
,,00410.768640,A2_34,5,0.14464
,,00412.327280,A6_22,6,0.02736
,,00414.529440,A6_22,5,0.02624
,,00414.621520,B6_14,11,0.36976
,,00415.214560,A6_22,5,0.10864
,,00415.684400,B6_33,7,0.06392
,,00418.790960,B3_14,5,0.02976
,,00418.787120,A6_22,9,0.22424
,,00420.196160,A6_22,5,0.01976
,,00421.969760,B6_33,5,0.044
,,00424.002320,C3_12,26,0.48336
,,00424.626640,A2_21,5,0.03312
,,00424.586400,A4_32,7,0.13944
,,00424.595440,C3_12,12,0.33328
,,00425.290800,C3_12,6,0.11392
,,00425.440160,A6_22,10,0.19224
,,00425.687120,B4_43,7,0.08184
,,00425.773360,A6_22,7,0.16424
,,00427.388880,A6_22,5,0.04416
,,00428.327040,B3_43,10,0.17752
,,00428.713920,C2_12,5,0.128
,,00429.431120,B6_33,6,0.10464
,,00430.217040,A6_21,5,0.01976
,,00430.198000,A6_22,6,0.04304
,,00430.138640,B6_14,9,0.16472
,,00431.754080,B6_33,5,0.04368
,,00431.913600,B6_14,14,0.39296
,,00432.331680,A3_13,9,0.09008
,,00432.523440,A3_13,9,0.118
,,00432.681680,B3_44,5,0.03152
,,00432.772560,A3_44,10,0.07592
,,00433.117440,A3_13,7,0.03056
,,00433.199920,A6_22,6,0.0776
