Investigator,Maddy,Time (s),Electrode,Size (spikes),Duration (s)
Recording Name,Baseline_WT hippocampal culture_15DIV_18-04-2023,00121.132400,B1_33,6,0.01656
Description,"WT hippocampal culture. Basal activity measured on 18.04.23, 15DIV. Cells were cultured on 03.04.23, at different cell density - see platemap. BAR CODE: 100-0914
",00121.132560,B1_32,7,0.03976
Maestro Edge (Maestro-) Settings,,00121.137120,A2_21,6,0.0392
   Original File Time,04/18/2023 13:23:01,00121.116880,A2_33,7,0.06
   Sampling Frequency,12.5 kHz,00121.216880,B6_33,6,0.04584
   Voltage Scale,5.484861781483107E-08 V/sample,00121.494240,D1_42,9,0.054
   Experiment Start Time,04/18/2023 13:22:44,00121.443600,B5_21,5,0.01824
   Referencing Method,Median,00121.677600,A2_33,5,0.02472
   Acquire Viability,On,00121.674240,A2_34,6,0.02856
   Analog Mode Setting,Neural Spikes,00121.726640,A6_22,6,0.03496
   Plate Type,CytoView MEA 24,00122.070480,A2_21,7,0.07168
   Digital Low Pass Filter,3 kHz Kaiser Window,00122.020960,B4_43,5,0.0116
   Digital High Pass Filter,200 Hz IIR,00122.146960,D1_42,5,0.01488
   Temperature Set Point,37.0 Degrees C,00122.174960,B6_11,5,0.04472
   Current Temperature,37.0 Degrees C,00122.521280,B1_33,8,0.06368
   Heater Power,On,00122.367680,A6_21,7,0.0412
   Barcode Plate Type,TwentyFourWell,00122.524560,A6_21,17,0.05408
   Plate Serial Number,100-0914,00122.553760,A6_31,5,0.01352
   CO2 Conc. Set Point,5.0 %,00122.366720,A6_22,29,0.21408
   Actual CO2 Conc.,5.0 %,00122.547600,B6_33,5,0.05184
   Gas Mixer Status,Regulating,00122.698160,D1_33,7,0.02568
   AxIS Version,3.6.2.2,00122.660880,D1_42,10,0.09984
   Maestro Edge (Maestro-) Firmware,3.6.2.2,00122.663840,A2_33,5,0.02056
   Maestro Edge (Maestro-) BioCore Version,BioCore 4B,00122.665440,A2_34,5,0.03312
,,00122.959760,D1_21,8,0.03024
Spike Detector Settings,,00123.127520,D1_31,7,0.02184
   Method,Adaptive Threshold Crossing,00123.030400,D4_32,24,0.11232
   Threshold,6,00123.033200,C5_44,5,0.088
   Threshold Status,Variable,00123.120880,D1_21,10,0.08024
   Threshold Crossing Only,True,00123.135920,D1_42,5,0.0196
   Pre-Spike Duration,0.84 ms,00123.036800,D4_42,29,0.13312
   Post-Spike Duration,2.16 ms,00123.020800,D4_43,14,0.132
   Coincident Event Filter,Default (Well),00123.321760,B6_33,6,0.03304
   Coincidence Occurrence Threshold,4 Electrodes,00123.493600,A2_21,6,0.02784
   Coincidence Event Window,160 µs,00123.477120,A2_33,7,0.04696
   Allow Sample Overlap,false,00123.428560,A2_34,6,0.08408
   Spike Count Interval,1 s,00123.508080,B4_43,5,0.02104
,,00123.652320,B1_33,5,0.01408
Burst Detector Settings,,00123.855520,A2_11,7,0.04136
   Burst Detection Algorithm,Inter-Spike Interval (ISI) Threshold,00123.831440,B3_21,6,0.0148
   Maximum Inter-Spike Interval,100 ms,00123.834560,B3_31,10,0.02432
   Minimum Number of Spikes,5,00123.838960,B3_12,5,0.01328
   Enable Network Burst Detection,False,00123.827040,B3_23,8,0.01888
   Synchrony Window,20 ms,00123.824160,B3_14,7,0.01784
,,00123.825680,B3_33,8,0.02352
,,00123.823120,B3_34,8,0.0212
,,00123.828720,B3_32,8,0.02016
,,00123.822960,B3_43,13,0.03448
,,00123.820560,B3_44,7,0.0224
,,00123.826720,B3_42,8,0.01992
,,00123.914720,D1_42,6,0.02392
,,00123.881200,A2_21,5,0.01952
,,00123.876960,A2_34,6,0.03704
,,00123.870720,A2_32,6,0.03256
,,00124.122400,A1_34,8,0.15424
,,00124.182480,A2_11,6,0.0748
,,00124.204480,B6_33,5,0.09784
,,00124.556240,D1_42,6,0.02544
,,00124.770400,A6_21,6,0.01352
,,00124.768240,A6_22,6,0.01584
,,00125.068800,B4_34,9,0.07992
,,00125.061360,B4_43,6,0.01328
,,00124.931040,A6_11,8,0.02056
,,00124.904560,A6_43,6,0.0484
,,00124.913200,A6_32,5,0.03184
,,00124.918240,A6_21,15,0.04632
,,00124.927200,A6_31,5,0.01992
,,00124.914720,A6_22,15,0.04744
,,00125.010000,B6_33,6,0.05168
,,00125.013600,B6_23,5,0.02664
,,00125.013040,B6_34,6,0.02472
,,00125.168000,D1_42,5,0.02672
,,00125.135360,C1_23,5,0.1328
,,00125.388480,D1_24,6,0.09592
